WP, 03, 2014022600,   , MTWC,   0,  81N, 1515E,  25,    0, TD
WP, 03, 2014022606,   , MTWC,   0,  83N, 1508E,  25,    0, TD
WP, 03, 2014022612,   , MTWC,   0,  84N, 1495E,  25,    0, TD
WP, 03, 2014022618,   , MTWC,   0,  84N, 1486E,  25,    0, TD
WP, 03, 2014022700,   , MTWC,   0,  84N, 1483E,  25,    0, TD
WP, 03, 2014022706,   , MTWC,   0,  85N, 1480E,  30,    0, TD
WP, 03, 2014022712,   , MTWC,   0,  87N, 1479E,  30,    0, TD
WP, 03, 2014022718,   , MTWC,   0,  86N, 1478E,  30,    0, TD
WP, 03, 2014022800,   , MTWC,   0,  85N, 1480E,  30,    0, TD
WP, 03, 2014022806,   , MTWC,   0,  85N, 1483E,  35,    0, TS
WP, 03, 2014022812,   , MTWC,   0,  86N, 1485E,  40,    0, TS
WP, 03, 2014022818,   , MTWC,   0,  88N, 1490E,  35,    0, TS
WP, 03, 2014030100,   , MTWC,   0,  89N, 1491E,  35,    0, TS
WP, 03, 2014030106,   , MTWC,   0,  91N, 1491E,  35,    0, TS
WP, 03, 2014030112,   , MTWC,   0,  93N, 1492E,  40,    0, TS
WP, 03, 2014030118,   , MTWC,   0,  92N, 1490E,  45,    0, TS
WP, 03, 2014030200,   , MTWC,   0,  92N, 1488E,  55,    0, TS
WP, 03, 2014030206,   , MTWC,   0,  93N, 1485E,  60,    0, TS
WP, 03, 2014030212,   , MTWC,   0,  95N, 1488E,  60,    0, TS
WP, 03, 2014030218,   , MTWC,   0, 100N, 1492E,  55,    0, TS
WP, 03, 2014030300,   , MTWC,   0, 109N, 1497E,  60,    0, TS
WP, 03, 2014030306,   , MTWC,   0, 122N, 1492E,  60,    0, TS
WP, 03, 2014030312,   , MTWC,   0, 129N, 1493E,  65,    0, TY
WP, 03, 2014030318,   , MTWC,   0, 139N, 1495E,  65,    0, TY
WP, 03, 2014030400,   , MTWC,   0, 147N, 1499E,  70,    0, TY
WP, 03, 2014030406,   , MTWC,   0, 161N, 1506E,  75,    0, TY
WP, 03, 2014030412,   , MTWC,   0, 175N, 1512E,  90,    0, TY
WP, 03, 2014030418,   , MTWC,   0, 188N, 1517E, 100,    0, TY
WP, 03, 2014030500,   , MTWC,   0, 200N, 1525E,  75,    0, TY
WP, 03, 2014030506,   , MTWC,   0, 212N, 1535E,  55,    0, TS
WP, 03, 2014030512,   , MTWC,   0, 219N, 1541E,  40,    0, SS
WP, 03, 2014030518,   , MTWC,   0, 222N, 1550E,  40,    0, SS
WP, 03, 2014030600,   , MTWC,   0, 230N, 1560E,  45,    0, SS
WP, 03, 2014030606,   , MTWC,   0, 233N, 1573E,  45,    0, EX
WP, 03, 2014030612,   , MTWC,   0, 236N, 1588E,  45,    0, EX
WP, 03, 2014030618,   , MTWC,   0, 232N, 1601E,  45,    0, EX
WP, 03, 2014030700,   , MTWC,   0, 227N, 1608E,  40,    0, EX
WP, 03, 2014030706,   , MTWC,   0, 232N, 1613E,  40,    0, EX
WP, 03, 2014030712,   , MTWC,   0, 235N, 1623E,  30,    0, EX
WP, 03, 2014030718,   , MTWC,   0, 241N, 1633E,  30,    0, EX
WP, 03, 2014030800,   , MTWC,   0, 254N, 1651E,  30,    0, EX
WP, 03, 2014030806,   , MTWC,   0, 262N, 1680E,  30,    0, EX
WP, 03, 2014030812,   , MTWC,   0, 268N, 1701E,  30,    0, EX
