WP, 08, 2014070200,   , MTWC,   0,  80N, 1491E,  30,    0, TD
WP, 08, 2014070206,   , MTWC,   0,  82N, 1485E,  30,    0, TD
WP, 08, 2014070212,   , MTWC,   0,  84N, 1472E,  35,    0, TS
WP, 08, 2014070218,   , MTWC,   0,  89N, 1463E,  35,    0, TS
WP, 08, 2014070300,   , MTWC,   0,  92N, 1456E,  40,    0, TS
WP, 08, 2014070306,   , MTWC,   0,  96N, 1448E,  50,    0, TS
WP, 08, 2014070312,   , MTWC,   0, 104N, 1441E,  50,    0, TS
WP, 08, 2014070318,   , MTWC,   0, 114N, 1433E,  50,    0, TS
WP, 08, 2014070400,   , MTWC,   0, 120N, 1426E,  55,    0, TS
WP, 08, 2014070406,   , MTWC,   0, 130N, 1413E,  55,    0, TS
WP, 08, 2014070412,   , MTWC,   0, 140N, 1405E,  65,    0, TY
WP, 08, 2014070418,   , MTWC,   0, 145N, 1391E,  75,    0, TY
WP, 08, 2014070500,   , MTWC,   0, 152N, 1383E,  90,    0, TY
WP, 08, 2014070506,   , MTWC,   0, 160N, 1370E, 100,    0, TY
WP, 08, 2014070512,   , MTWC,   0, 167N, 1360E, 100,    0, TY
WP, 08, 2014070518,   , MTWC,   0, 174N, 1345E, 110,    0, TY
WP, 08, 2014070600,   , MTWC,   0, 180N, 1330E, 110,    0, TY
WP, 08, 2014070606,   , MTWC,   0, 184N, 1315E, 115,    0, TY
WP, 08, 2014070612,   , MTWC,   0, 189N, 1303E, 115,    0, TY
WP, 08, 2014070618,   , MTWC,   0, 197N, 1291E, 125,    0, TY
WP, 08, 2014070700,   , MTWC,   0, 204N, 1283E, 125,    0, TY
WP, 08, 2014070706,   , MTWC,   0, 216N, 1273E, 105,    0, TY
WP, 08, 2014070712,   , MTWC,   0, 223N, 1268E, 100,    0, TY
WP, 08, 2014070718,   , MTWC,   0, 237N, 1262E, 100,    0, TY
WP, 08, 2014070800,   , MTWC,   0, 250N, 1261E, 100,    0, TY
WP, 08, 2014070806,   , MTWC,   0, 265N, 1257E, 110,    0, TY
WP, 08, 2014070812,   , MTWC,   0, 277N, 1257E, 100,    0, TY
WP, 08, 2014070818,   , MTWC,   0, 289N, 1258E,  85,    0, TY
WP, 08, 2014070900,   , MTWC,   0, 304N, 1262E,  65,    0, TY
WP, 08, 2014070906,   , MTWC,   0, 314N, 1269E,  60,    0, TS
WP, 08, 2014070912,   , MTWC,   0, 317N, 1276E,  55,    0, TS
WP, 08, 2014070918,   , MTWC,   0, 321N, 1292E,  50,    0, TS
WP, 08, 2014071000,   , MTWC,   0, 321N, 1315E,  40,    0, TS
WP, 08, 2014071006,   , MTWC,   0, 330N, 1343E,  45,    0, EX
WP, 08, 2014071012,   , MTWC,   0, 338N, 1368E,  45,    0, EX
WP, 08, 2014071018,   , MTWC,   0, 347N, 1391E,  45,    0, EX
WP, 08, 2014071100,   , MTWC,   0, 370N, 1420E,  45,    0, EX
WP, 08, 2014071106,   , MTWC,   0, 380N, 1429E,  45,    0, EX
WP, 08, 2014071112,   , MTWC,   0, 398N, 1455E,  45,    0, EX
WP, 08, 2014071118,   , MTWC,   0, 432N, 1478E,  45,    0, EX
WP, 08, 2014071200,   , MTWC,   0, 462N, 1477E,  45,    0, EX
WP, 08, 2014071206,   , MTWC,   0, 493N, 1472E,  45,    0, EX
WP, 08, 2014071212,   , MTWC,   0, 502N, 1484E,  45,    0, EX
WP, 08, 2014071218,   , MTWC,   0, 512N, 1488E,  45,    0, EX
WP, 08, 2014071300,   , MTWC,   0, 524N, 1495E,  45,    0, EX
WP, 08, 2014071306,   , MTWC,   0, 537N, 1495E,  45,    0, EX
