WP, 13, 2014090400,   , MTWC,   0, 133N, 1331E,  25,    0, TD
WP, 13, 2014090406,   , MTWC,   0, 141N, 1322E,  25,    0, TD
WP, 13, 2014090412,   , MTWC,   0, 155N, 1317E,  25,    0, TD
WP, 13, 2014090418,   , MTWC,   0, 164N, 1306E,  30,    0, TD
WP, 13, 2014090500,   , MTWC,   0, 172N, 1299E,  35,    0, TS
WP, 13, 2014090506,   , MTWC,   0, 186N, 1285E,  35,    0, TS
WP, 13, 2014090512,   , MTWC,   0, 201N, 1276E,  35,    0, TS
WP, 13, 2014090518,   , MTWC,   0, 220N, 1270E,  35,    0, TS
WP, 13, 2014090600,   , MTWC,   0, 232N, 1268E,  40,    0, TS
WP, 13, 2014090606,   , MTWC,   0, 242N, 1270E,  40,    0, TS
WP, 13, 2014090612,   , MTWC,   0, 251N, 1279E,  45,    0, TS
WP, 13, 2014090618,   , MTWC,   0, 264N, 1288E,  45,    0, TS
WP, 13, 2014090700,   , MTWC,   0, 273N, 1297E,  55,    0, TS
WP, 13, 2014090706,   , MTWC,   0, 278N, 1310E,  65,    0, TY
WP, 13, 2014090712,   , MTWC,   0, 281N, 1328E,  75,    0, TY
WP, 13, 2014090718,   , MTWC,   0, 285N, 1339E,  85,    0, TY
WP, 13, 2014090800,   , MTWC,   0, 289N, 1356E,  80,    0, TY
WP, 13, 2014090806,   , MTWC,   0, 300N, 1373E,  80,    0, TY
WP, 13, 2014090812,   , MTWC,   0, 309N, 1386E,  70,    0, TY
WP, 13, 2014090818,   , MTWC,   0, 316N, 1404E,  70,    0, TY
WP, 13, 2014090900,   , MTWC,   0, 326N, 1431E,  60,    0, TS
WP, 13, 2014090906,   , MTWC,   0, 331N, 1448E,  50,    0, TS
WP, 13, 2014090912,   , MTWC,   0, 340N, 1468E,  45,    0, TS
WP, 13, 2014090918,   , MTWC,   0, 350N, 1489E,  45,    0, TS
WP, 13, 2014091000,   , MTWC,   0, 358N, 1526E,  45,    0, TS
WP, 13, 2014091006,   , MTWC,   0, 372N, 1560E,  45,    0, TS
WP, 13, 2014091012,   , MTWC,   0, 385N, 1593E,  40,    0, TS
WP, 13, 2014091018,   , MTWC,   0, 397N, 1636E,  40,    0, EX
WP, 13, 2014091100,   , MTWC,   0, 405N, 1679E,  40,    0, EX
WP, 13, 2014091106,   , MTWC,   0, 404N, 1728E,  40,    0, EX
