WP, 07, 2014061300,   , MTWC,   0, 188N, 1160E,  25,    0, TD
WP, 07, 2014061306,   , MTWC,   0, 194N, 1167E,  30,    0, TD
WP, 07, 2014061312,   , MTWC,   0, 196N, 1169E,  35,    0, TS
WP, 07, 2014061318,   , MTWC,   0, 201N, 1171E,  40,    0, TS
WP, 07, 2014061400,   , MTWC,   0, 206N, 1170E,  45,    0, TS
WP, 07, 2014061406,   , MTWC,   0, 209N, 1167E,  45,    0, TS
WP, 07, 2014061412,   , MTWC,   0, 212N, 1169E,  50,    0, TS
WP, 07, 2014061418,   , MTWC,   0, 216N, 1169E,  55,    0, TS
WP, 07, 2014061500,   , MTWC,   0, 220N, 1167E,  55,    0, TS
WP, 07, 2014061506,   , MTWC,   0, 227N, 1164E,  50,    0, TS
WP, 07, 2014061512,   , MTWC,   0, 230N, 1164E,  40,    0, TS
WP, 07, 2014061518,   , MTWC,   0, 237N, 1163E,  40,    0, TS
WP, 07, 2014061600,   , MTWC,   0, 243N, 1165E,  40,    0, TS
WP, 07, 2014061606,   , MTWC,   0, 255N, 1176E,  35,    0, TS
WP, 07, 2014061612,   , MTWC,   0, 259N, 1187E,  35,    0, TS
WP, 07, 2014061618,   , MTWC,   0, 264N, 1205E,  35,    0, TS
WP, 07, 2014061700,   , MTWC,   0, 274N, 1226E,  45,    0, TS
WP, 07, 2014061706,   , MTWC,   0, 285N, 1257E,  50,    0, TS
WP, 07, 2014061712,   , MTWC,   0, 292N, 1300E,  50,    0, TS
WP, 07, 2014061718,   , MTWC,   0, 310N, 1330E,  50,    0, TS
WP, 07, 2014061800,   , MTWC,   0, 310N, 1372E,  45,    0, TS
WP, 07, 2014061806,   , MTWC,   0, 314N, 1407E,  45,    0, EX
WP, 07, 2014061812,   , MTWC,   0, 319N, 1429E,  45,    0, EX
WP, 07, 2014061818,   , MTWC,   0, 322N, 1452E,  45,    0, EX
WP, 07, 2014061900,   , MTWC,   0, 328N, 1480E,  45,    0, EX
WP, 07, 2014061906,   , MTWC,   0, 330N, 1505E,  45,    0, EX
WP, 07, 2014061912,   , MTWC,   0, 329N, 1523E,  45,    0, EX
WP, 07, 2014061918,   , MTWC,   0, 330N, 1541E,  45,    0, EX
WP, 07, 2014062000,   , MTWC,   0, 334N, 1563E,  45,    0, EX
WP, 07, 2014062006,   , MTWC,   0, 341N, 1587E,  45,    0, EX
WP, 07, 2014062012,   , MTWC,   0, 350N, 1604E,  45,    0, EX
WP, 07, 2014062018,   , MTWC,   0, 357N, 1618E,  45,    0, EX
WP, 07, 2014062100,   , MTWC,   0, 367N, 1632E,  45,    0, EX
WP, 07, 2014062106,   , MTWC,   0, 377N, 1648E,  45,    0, EX
WP, 07, 2014062112,   , MTWC,   0, 387N, 1664E,  45,    0, EX
WP, 07, 2014062118,   , MTWC,   0, 396N, 1693E,  45,    0, EX
