WP, 01, 2014011500,   , MTWC,   0,  96N, 1292E,  25,    0, TD
WP, 01, 2014011506,   , MTWC,   0,  96N, 1290E,  25,    0, TD
WP, 01, 2014011512,   , MTWC,   0,  97N, 1288E,  25,    0, TD
WP, 01, 2014011518,   , MTWC,   0,  98N, 1287E,  25,    0, TD
WP, 01, 2014011600,   , MTWC,   0,  98N, 1286E,  25,    0, TD
WP, 01, 2014011606,   , MTWC,   0,  97N, 1284E,  30,    0, TD
WP, 01, 2014011612,   , MTWC,   0,  95N, 1283E,  30,    0, TD
WP, 01, 2014011618,   , MTWC,   0,  93N, 1282E,  30,    0, TD
WP, 01, 2014011700,   , MTWC,   0,  93N, 1280E,  35,    0, TS
WP, 01, 2014011706,   , MTWC,   0,  97N, 1279E,  35,    0, TS
WP, 01, 2014011712,   , MTWC,   0,  97N, 1275E,  40,    0, TS
WP, 01, 2014011718,   , MTWC,   0,  96N, 1274E,  40,    0, TS
WP, 01, 2014011800,   , MTWC,   0,  95N, 1275E,  35,    0, TS
WP, 01, 2014011806,   , MTWC,   0,  92N, 1278E,  25,    0, TD
WP, 01, 2014011812,   , MTWC,   0,  87N, 1280E,  30,    0, TD
WP, 01, 2014011818,   , MTWC,   0,  83N, 1282E,  30,    0, TD
WP, 01, 2014011900,   , MTWC,   0,  79N, 1282E,  35,    0, TS
WP, 01, 2014011906,   , MTWC,   0,  77N, 1281E,  35,    0, TS
WP, 01, 2014011912,   , MTWC,   0,  74N, 1282E,  35,    0, TS
WP, 01, 2014011918,   , MTWC,   0,  72N, 1283E,  30,    0, TD
WP, 01, 2014012000,   , MTWC,   0,  69N, 1286E,  30,    0, TD
WP, 01, 2014012006,   , MTWC,   0,  63N, 1290E,  30,    0, TD
