WP, 15, 2014091000,   , MTWC,   0,  95N, 1443E,  30,    0, TD
WP, 15, 2014091006,   , MTWC,   0,  96N, 1435E,  40,    0, TS
WP, 15, 2014091012,   , MTWC,   0,  99N, 1424E,  40,    0, TS
WP, 15, 2014091018,   , MTWC,   0, 103N, 1412E,  45,    0, TS
WP, 15, 2014091100,   , MTWC,   0, 114N, 1398E,  35,    0, TS
WP, 15, 2014091106,   , MTWC,   0, 127N, 1383E,  35,    0, TS
WP, 15, 2014091112,   , MTWC,   0, 137N, 1363E,  35,    0, TS
WP, 15, 2014091118,   , MTWC,   0, 138N, 1349E,  40,    0, TS
WP, 15, 2014091200,   , MTWC,   0, 137N, 1330E,  45,    0, TS
WP, 15, 2014091206,   , MTWC,   0, 137N, 1316E,  45,    0, TS
WP, 15, 2014091212,   , MTWC,   0, 136N, 1305E,  50,    0, TS
WP, 15, 2014091218,   , MTWC,   0, 137N, 1294E,  50,    0, TS
WP, 15, 2014091300,   , MTWC,   0, 142N, 1288E,  55,    0, TS
WP, 15, 2014091306,   , MTWC,   0, 149N, 1274E,  60,    0, TS
WP, 15, 2014091312,   , MTWC,   0, 154N, 1266E,  65,    0, TY
WP, 15, 2014091318,   , MTWC,   0, 158N, 1257E,  70,    0, TY
WP, 15, 2014091400,   , MTWC,   0, 164N, 1245E,  70,    0, TY
WP, 15, 2014091406,   , MTWC,   0, 170N, 1234E,  75,    0, TY
WP, 15, 2014091412,   , MTWC,   0, 178N, 1217E,  70,    0, TY
WP, 15, 2014091418,   , MTWC,   0, 179N, 1196E,  65,    0, TY
WP, 15, 2014091500,   , MTWC,   0, 180N, 1182E,  65,    0, TY
WP, 15, 2014091506,   , MTWC,   0, 186N, 1163E,  70,    0, TY
WP, 15, 2014091512,   , MTWC,   0, 189N, 1146E,  75,    0, TY
WP, 15, 2014091518,   , MTWC,   0, 190N, 1128E,  90,    0, TY
WP, 15, 2014091600,   , MTWC,   0, 197N, 1112E,  90,    0, TY
WP, 15, 2014091606,   , MTWC,   0, 205N, 1097E,  75,    0, TY
WP, 15, 2014091612,   , MTWC,   0, 211N, 1080E,  65,    0, TY
WP, 15, 2014091618,   , MTWC,   0, 218N, 1064E,  50,    0, TS
WP, 15, 2014091700,   , MTWC,   0, 224N, 1047E,  40,    0, TS
WP, 15, 2014091706,   , MTWC,   0, 229N, 1031E,  35,    0, TS
WP, 15, 2014091712,   , MTWC,   0, 224N, 1018E,  30,    0, TD
WP, 15, 2014091718,   , MTWC,   0, 216N, 1008E,  30,    0, TD
