WP, 20, 2014102912,   , MTWC,   0, 124N, 1423E,  25,    0, TD
WP, 20, 2014102918,   , MTWC,   0, 125N, 1415E,  30,    0, TD
WP, 20, 2014103000,   , MTWC,   0, 126N, 1409E,  30,    0, TD
WP, 20, 2014103006,   , MTWC,   0, 126N, 1397E,  30,    0, TD
WP, 20, 2014103012,   , MTWC,   0, 126N, 1388E,  35,    0, TS
WP, 20, 2014103018,   , MTWC,   0, 124N, 1380E,  40,    0, TS
WP, 20, 2014103100,   , MTWC,   0, 124N, 1372E,  45,    0, TS
WP, 20, 2014103106,   , MTWC,   0, 125N, 1364E,  45,    0, TS
WP, 20, 2014103112,   , MTWC,   0, 126N, 1355E,  45,    0, TS
WP, 20, 2014103118,   , MTWC,   0, 129N, 1346E,  55,    0, TS
WP, 20, 2014110100,   , MTWC,   0, 130N, 1340E,  55,    0, TS
WP, 20, 2014110106,   , MTWC,   0, 135N, 1337E,  60,    0, TS
WP, 20, 2014110112,   , MTWC,   0, 141N, 1335E,  70,    0, TY
WP, 20, 2014110118,   , MTWC,   0, 148N, 1331E,  85,    0, TY
WP, 20, 2014110200,   , MTWC,   0, 154N, 1328E, 125,    0, TY
WP, 20, 2014110206,   , MTWC,   0, 163N, 1327E, 155,    0, ST
WP, 20, 2014110212,   , MTWC,   0, 172N, 1325E, 160,    0, ST
WP, 20, 2014110218,   , MTWC,   0, 178N, 1324E, 162,    0, ST
WP, 20, 2014110300,   , MTWC,   0, 184N, 1325E, 155,    0, ST
WP, 20, 2014110306,   , MTWC,   0, 190N, 1329E, 140,    0, ST
WP, 20, 2014110312,   , MTWC,   0, 198N, 1335E, 135,    0, ST
WP, 20, 2014110318,   , MTWC,   0, 205N, 1343E, 135,    0, ST
WP, 20, 2014110400,   , MTWC,   0, 213N, 1350E, 130,    0, ST
WP, 20, 2014110406,   , MTWC,   0, 221N, 1355E, 125,    0, TY
WP, 20, 2014110412,   , MTWC,   0, 230N, 1362E, 115,    0, TY
WP, 20, 2014110418,   , MTWC,   0, 239N, 1368E, 100,    0, TY
WP, 20, 2014110500,   , MTWC,   0, 246N, 1373E,  90,    0, TY
WP, 20, 2014110506,   , MTWC,   0, 255N, 1381E,  80,    0, TY
WP, 20, 2014110512,   , MTWC,   0, 262N, 1389E,  75,    0, TY
WP, 20, 2014110518,   , MTWC,   0, 272N, 1394E,  65,    0, TY
WP, 20, 2014110600,   , MTWC,   0, 283N, 1399E,  55,    0, TS
WP, 20, 2014110606,   , MTWC,   0, 298N, 1415E,  50,    0, TS
WP, 20, 2014110612,   , MTWC,   0, 321N, 1434E,  45,    0, TS
WP, 20, 2014110618,   , MTWC,   0, 343N, 1461E,  45,    0, TS
WP, 20, 2014110700,   , MTWC,   0, 370N, 1510E,  45,    0, EX
WP, 20, 2014110706,   , MTWC,   0, 420N, 1590E,  45,    0, EX
