WP, 22, 2014113000,   , MTWC,   0,  20N, 1571E,  30,    0, TD
WP, 22, 2014113006,   , MTWC,   0,  21N, 1564E,  30,    0, TD
WP, 22, 2014113012,   , MTWC,   0,  26N, 1560E,  35,    0, TS
WP, 22, 2014113018,   , MTWC,   0,  36N, 1548E,  40,    0, TS
WP, 22, 2014120100,   , MTWC,   0,  41N, 1534E,  50,    0, TS
WP, 22, 2014120106,   , MTWC,   0,  49N, 1522E,  45,    0, TS
WP, 22, 2014120112,   , MTWC,   0,  55N, 1507E,  45,    0, TS
WP, 22, 2014120118,   , MTWC,   0,  59N, 1489E,  45,    0, TS
WP, 22, 2014120200,   , MTWC,   0,  59N, 1469E,  50,    0, TS
WP, 22, 2014120206,   , MTWC,   0,  61N, 1451E,  65,    0, TY
WP, 22, 2014120212,   , MTWC,   0,  62N, 1435E,  70,    0, TY
WP, 22, 2014120218,   , MTWC,   0,  66N, 1421E,  75,    0, TY
WP, 22, 2014120300,   , MTWC,   0,  75N, 1405E,  90,    0, TY
WP, 22, 2014120306,   , MTWC,   0,  82N, 1386E, 100,    0, TY
WP, 22, 2014120312,   , MTWC,   0,  87N, 1368E, 115,    0, TY
WP, 22, 2014120318,   , MTWC,   0,  92N, 1353E, 140,    0, ST
WP, 22, 2014120400,   , MTWC,   0,  98N, 1338E, 165,    0, ST
WP, 22, 2014120406,   , MTWC,   0, 104N, 1324E, 155,    0, ST
WP, 22, 2014120412,   , MTWC,   0, 110N, 1313E, 145,    0, ST
WP, 22, 2014120418,   , MTWC,   0, 114N, 1304E, 125,    0, TY
WP, 22, 2014120500,   , MTWC,   0, 116N, 1297E, 115,    0, TY
WP, 22, 2014120506,   , MTWC,   0, 119N, 1290E, 115,    0, TY
WP, 22, 2014120512,   , MTWC,   0, 120N, 1285E, 125,    0, TY
WP, 22, 2014120518,   , MTWC,   0, 120N, 1280E, 115,    0, TY
WP, 22, 2014120600,   , MTWC,   0, 120N, 1273E, 105,    0, TY
WP, 22, 2014120606,   , MTWC,   0, 121N, 1266E, 100,    0, TY
WP, 22, 2014120612,   , MTWC,   0, 120N, 1259E,  95,    0, TY
WP, 22, 2014120618,   , MTWC,   0, 118N, 1253E,  75,    0, TY
WP, 22, 2014120700,   , MTWC,   0, 119N, 1246E,  60,    0, TS
WP, 22, 2014120706,   , MTWC,   0, 122N, 1241E,  50,    0, TS
WP, 22, 2014120712,   , MTWC,   0, 125N, 1236E,  45,    0, TS
WP, 22, 2014120718,   , MTWC,   0, 128N, 1231E,  40,    0, TS
WP, 22, 2014120800,   , MTWC,   0, 132N, 1226E,  45,    0, TS
WP, 22, 2014120806,   , MTWC,   0, 135N, 1220E,  50,    0, TS
WP, 22, 2014120812,   , MTWC,   0, 137N, 1212E,  50,    0, TS
WP, 22, 2014120818,   , MTWC,   0, 137N, 1210E,  50,    0, TS
WP, 22, 2014120900,   , MTWC,   0, 137N, 1206E,  45,    0, TS
WP, 22, 2014120906,   , MTWC,   0, 136N, 1197E,  45,    0, TS
WP, 22, 2014120912,   , MTWC,   0, 136N, 1189E,  50,    0, TS
WP, 22, 2014120918,   , MTWC,   0, 137N, 1179E,  55,    0, TS
WP, 22, 2014121000,   , MTWC,   0, 137N, 1169E,  65,    0, TY
WP, 22, 2014121006,   , MTWC,   0, 138N, 1160E,  60,    0, TS
WP, 22, 2014121012,   , MTWC,   0, 138N, 1153E,  50,    0, TS
WP, 22, 2014121018,   , MTWC,   0, 138N, 1143E,  45,    0, TS
WP, 22, 2014121100,   , MTWC,   0, 136N, 1134E,  35,    0, TS
WP, 22, 2014121106,   , MTWC,   0, 131N, 1125E,  35,    0, TS
WP, 22, 2014121112,   , MTWC,   0, 124N, 1116E,  35,    0, TS
WP, 22, 2014121118,   , MTWC,   0, 116N, 1108E,  35,    0, TS
WP, 22, 2014121200,   , MTWC,   0, 103N, 1100E,  30,    0, TD
WP, 22, 2014121206,   , MTWC,   0,  92N, 1092E,  30,    0, TD
WP, 22, 2014121212,   , MTWC,   0,  84N, 1086E,  25,    0, TD
WP, 22, 2014121218,   , MTWC,   0,  80N, 1079E,  25,    0, TD
