WP, 27, 1975080906,   , MTWC,   0, 184N, 1160E,  35
WP, 27, 1975080912,   , MTWC,   0, 184N, 1150E,  35
WP, 27, 1975080918,   , MTWC,   0, 185N, 1140E,  35
WP, 27, 1975081000,   , MTWC,   0, 190N, 1132E,  40
WP, 27, 1975081006,   , MTWC,   0, 193N, 1124E,  40
WP, 27, 1975081012,   , MTWC,   0, 192N, 1115E,  40
WP, 27, 1975081018,   , MTWC,   0, 189N, 1106E,  45
WP, 27, 1975081100,   , MTWC,   0, 188N, 1098E,  45
WP, 27, 1975081106,   , MTWC,   0, 183N, 1092E,  50
WP, 27, 1975081112,   , MTWC,   0, 178N, 1092E,  50
WP, 27, 1975081118,   , MTWC,   0, 181N, 1093E,  50
WP, 27, 1975081200,   , MTWC,   0, 184N, 1094E,  50
WP, 27, 1975081206,   , MTWC,   0, 187N, 1097E,  50
WP, 27, 1975081212,   , MTWC,   0, 191N, 1106E,  55
WP, 27, 1975081218,   , MTWC,   0, 197N, 1113E,  55
WP, 27, 1975081300,   , MTWC,   0, 203N, 1121E,  55
WP, 27, 1975081306,   , MTWC,   0, 210N, 1129E,  55
WP, 27, 1975081312,   , MTWC,   0, 217N, 1133E,  55
WP, 27, 1975081318,   , MTWC,   0, 222N, 1134E,  50
WP, 27, 1975081400,   , MTWC,   0, 228N, 1135E,  45
WP, 27, 1975081406,   , MTWC,   0, 233N, 1137E,  45
WP, 27, 1975081412,   , MTWC,   0, 240N, 1145E,  40
WP, 27, 1975081418,   , MTWC,   0, 246N, 1145E,  40
WP, 27, 1975081500,   , MTWC,   0, 248N, 1142E,  35
WP, 27, 1975081506,   , MTWC,   0, 250N, 1140E,  35
WP, 27, 1975081512,   , MTWC,   0, 254N, 1138E,  30
