WP, 06, 1981062412,   , MTWC,   0,  71N, 1519E,  15,    0, DB
WP, 06, 1981062418,   , MTWC,   0,  75N, 1507E,  15,    0, DB
WP, 06, 1981062500,   , MTWC,   0,  81N, 1496E,  15,    0, DB
WP, 06, 1981062506,   , MTWC,   0,  91N, 1484E,  15,    0, DB
WP, 06, 1981062512,   , MTWC,   0,  99N, 1475E,  15,    0, DB
WP, 06, 1981062518,   , MTWC,   0, 104N, 1469E,  15,    0, DB
WP, 06, 1981062600,   , MTWC,   0, 108N, 1462E,  15,    0, DB
WP, 06, 1981062606,   , MTWC,   0, 114N, 1452E,  20,    0, DB
WP, 06, 1981062612,   , MTWC,   0, 119N, 1440E,  20,    0, DB
WP, 06, 1981062618,   , MTWC,   0, 122N, 1430E,  20,    0, DB
WP, 06, 1981062700,   , MTWC,   0, 125N, 1419E,  20,    0, DB
WP, 06, 1981062706,   , MTWC,   0, 127N, 1408E,  20,    0, DB
WP, 06, 1981062712,   , MTWC,   0, 133N, 1401E,  20,    0, DB
WP, 06, 1981062718,   , MTWC,   0, 136N, 1390E,  20,    0, DB
WP, 06, 1981062800,   , MTWC,   0, 137N, 1377E,  25,    0, TD
WP, 06, 1981062806,   , MTWC,   0, 137N, 1362E,  25,    0, TD
WP, 06, 1981062812,   , MTWC,   0, 135N, 1349E,  25,    0, TD
WP, 06, 1981062818,   , MTWC,   0, 133N, 1338E,  30,    0, TD
WP, 06, 1981062900,   , MTWC,   0, 132N, 1326E,  30,    0, TD
WP, 06, 1981062906,   , MTWC,   0, 133N, 1311E,  35,    0, TS
WP, 06, 1981062912,   , MTWC,   0, 136N, 1298E,  35,    0, TS
WP, 06, 1981062918,   , MTWC,   0, 138N, 1285E,  30,    0, TD
WP, 06, 1981063000,   , MTWC,   0, 139N, 1271E,  40,    0, TS
WP, 06, 1981063006,   , MTWC,   0, 139N, 1254E,  50,    0, TS
WP, 06, 1981063012,   , MTWC,   0, 138N, 1238E,  55,    0, TS
WP, 06, 1981063018,   , MTWC,   0, 136N, 1225E,  75,    0, TY
WP, 06, 1981070100,   , MTWC,   0, 135N, 1212E,  85,    0, TY
WP, 06, 1981070106,   , MTWC,   0, 135N, 1199E,  70,    0, TY
WP, 06, 1981070112,   , MTWC,   0, 137N, 1188E,  60,    0, TS
WP, 06, 1981070118,   , MTWC,   0, 139N, 1175E,  55,    0, TS
WP, 06, 1981070200,   , MTWC,   0, 141N, 1164E,  65,    0, TY
WP, 06, 1981070206,   , MTWC,   0, 143N, 1155E,  65,    0, TY
WP, 06, 1981070212,   , MTWC,   0, 148N, 1146E,  70,    0, TY
WP, 06, 1981070218,   , MTWC,   0, 157N, 1138E,  70,    0, TY
WP, 06, 1981070300,   , MTWC,   0, 168N, 1128E,  75,    0, TY
WP, 06, 1981070306,   , MTWC,   0, 173N, 1115E,  90,    0, TY
WP, 06, 1981070312,   , MTWC,   0, 177N, 1104E, 100,    0, TY
WP, 06, 1981070318,   , MTWC,   0, 182N, 1094E,  85,    0, TY
WP, 06, 1981070400,   , MTWC,   0, 187N, 1084E,  65,    0, TY
WP, 06, 1981070406,   , MTWC,   0, 190N, 1076E,  70,    0, TY
WP, 06, 1981070412,   , MTWC,   0, 193N, 1068E,  60,    0, TS
WP, 06, 1981070418,   , MTWC,   0, 194N, 1057E,  65,    0, TY
WP, 06, 1981070500,   , MTWC,   0, 194N, 1047E,  45,    0, TS
WP, 06, 1981070506,   , MTWC,   0, 193N, 1035E,  35,    0, TS
WP, 06, 1981070512,   , MTWC,   0, 197N, 1027E,  30,    0, TD
WP, 06, 1981070518,   , MTWC,   0, 199N, 1020E,  25,    0, TD
WP, 06, 1981070600,   , MTWC,   0, 200N, 1012E,  20,    0, DB
WP, 06, 1981070606,   , MTWC,   0, 202N, 1004E,  15,    0, DB
