SH, 06, 1971120200,   , MTWC,   0, 090S, 1274E,  20, 1004,
SH, 06, 1971120206,   , MTWC,   0, 085S, 1278E,  25, 1004,
SH, 06, 1971120212,   , MTWC,   0, 080S, 1279E,  30, 1004,
SH, 06, 1971120218,   , MTWC,   0, 075S, 1274E,  35, 1004,
SH, 06, 1971120300,   , MTWC,   0, 074S, 1267E,  35, 1004,
SH, 06, 1971120306,   , MTWC,   0, 077S, 1260E,  30, 1004,
SH, 06, 1971120312,   , MTWC,   0, 080S, 1253E,  30, 1004,
SH, 06, 1971120318,   , MTWC,   0, 084S, 1247E,  30, 1004,
SH, 06, 1971120400,   , MTWC,   0, 089S, 1241E,  30, 1004,
SH, 06, 1971120406,   , MTWC,   0, 094S, 1236E,  30, 1003,
SH, 06, 1971120412,   , MTWC,   0, 099S, 1230E,  30, 1003,
SH, 06, 1971120418,   , MTWC,   0, 104S, 1224E,  35, 1002,
SH, 06, 1971120500,   , MTWC,   0, 109S, 1219E,  40, 1002,
SH, 06, 1971120506,   , MTWC,   0, 113S, 1216E,  45, 1001,
SH, 06, 1971120512,   , MTWC,   0, 115S, 1215E,  55, 1001,
SH, 06, 1971120518,   , MTWC,   0, 118S, 1214E,  65, 1000,
SH, 06, 1971120600,   , MTWC,   0, 120S, 1212E,  65, 1000,
SH, 06, 1971120606,   , MTWC,   0, 122S, 1208E,  60, 995,
SH, 06, 1971120612,   , MTWC,   0, 125S, 1204E,  55, 987,
SH, 06, 1971120618,   , MTWC,   0, 127S, 1197E,  60, 980,
SH, 06, 1971120700,   , MTWC,   0, 130S, 1191E,  65, 972,
SH, 06, 1971120706,   , MTWC,   0, 135S, 1188E,  65, 968,
SH, 06, 1971120712,   , MTWC,   0, 142S, 1187E,  70, 965,
SH, 06, 1971120718,   , MTWC,   0, 151S, 1187E,  75,  963,
SH, 06, 1971120800,   , MTWC,   0, 161S, 1189E,  85,  960,
SH, 06, 1971120806,   , MTWC,   0, 171S, 1194E,  95,  958,
SH, 06, 1971120812,   , MTWC,   0, 177S, 1200E,  105,  955,
SH, 06, 1971120818,   , MTWC,   0, 181S, 1208E,  110, 953,
SH, 06, 1971120900,   , MTWC,   0, 186S, 1215E,  100, 950,
SH, 06, 1971120906,   , MTWC,   0, 188S, 1216E,  85, 950,
SH, 06, 1971120912,   , MTWC,   0, 190S, 1217E,  65, 950,
SH, 06, 1971120918,   , MTWC,   0, 192S, 1218E,  55, 951,
SH, 06, 1971121000,   , MTWC,   0, 193S, 1220E,  45, 957,
SH, 06, 1971121006,   , MTWC,   0, 193S, 1223E,  35, 963,
SH, 06, 1971121012,   , MTWC,   0, 194S, 1226E,  35, 966,
SH, 06, 1971121018,   , MTWC,   0, 194S, 1230E,  35, 969,
SH, 06, 1971121100,   , MTWC,   0, 194S, 1233E,  35, 957,
SH, 06, 1971121106,   , MTWC,   0, 194S, 1236E,  35, 963,
SH, 06, 1971121112,   , MTWC,   0, 195S, 1240E,  30, 966,
SH, 06, 1971121118,   , MTWC,   0, 197S, 1247E,  30, 969,
SH, 06, 1971121200,   , MTWC,   0, 198S, 1254E,  30, 957,
SH, 06, 1971121206,   , MTWC,   0, 199S, 1263E,  30, 963,
SH, 06, 1971121212,   , MTWC,   0, 198S, 1267E,  30, 966,
SH, 06, 1971121218,   , MTWC,   0, 197S, 1270E,  30, 969,
SH, 06, 1971121300,   , MTWC,   0, 196S, 1278E,  25, 973,    ,    ,    ,     ,     ,     ,     ,     ,     ,    ,    ,    ,   U,    ,    ,    ,    ,    SALLY,
