SH, 30, 1972050700,   , MTWC,   0, 057S, 1573E,  20, 1004,
SH, 30, 1972050706,   , MTWC,   0, 059S, 1570E,  25, 1001,
SH, 30, 1972050712,   , MTWC,   0, 060S, 1565E,  35,  997,
SH, 30, 1972050718,   , MTWC,   0, 062S, 1560E,  35,  991,
SH, 30, 1972050800,   , MTWC,   0, 064S, 1554E,  40, 1004,
SH, 30, 1972050806,   , MTWC,   0, 065S, 1547E,  45, 1001,
SH, 30, 1972050812,   , MTWC,   0, 069S, 1538E,  50,  997,
SH, 30, 1972050818,   , MTWC,   0, 073S, 1529E,  55,  991,
SH, 30, 1972050900,   , MTWC,   0, 074S, 1519E,  55,  984,
SH, 30, 1972050906,   , MTWC,   0, 072S, 1510E,  65,  978,
SH, 30, 1972050912,   , MTWC,   0, 068S, 1502E,  65,  974,
SH, 30, 1972050918,   , MTWC,   0, 064S, 1496E,  70,  972,
SH, 30, 1972051000,   , MTWC,   0, 066S, 1493E,  70,  971,
SH, 30, 1972051006,   , MTWC,   0, 072S, 1493E,  70,  970,
SH, 30, 1972051012,   , MTWC,   0, 080S, 1492E,  75,  970,
SH, 30, 1972051018,   , MTWC,   0, 087S, 1491E,  75,  970,
SH, 30, 1972051100,   , MTWC,   0, 092S, 1492E,  80,  970,
SH, 30, 1972051106,   , MTWC,   0, 097S, 1495E,  60,  982,
SH, 30, 1972051112,   , MTWC,   0, 101S, 1501E,  40,  995,
SH, 30, 1972051118,   , MTWC,   0, 113S, 1498E,  35, 1000,
SH, 30, 1972051200,   , MTWC,   0, 128S, 1498E,  30, 1002,
SH, 30, 1972051206,   , MTWC,   0, 128S, 1500E,  20, 1004,   ,    ,    ,     ,     ,     ,     ,     ,     ,    ,    ,    ,   U,    ,    ,    ,    ,      HANNAH,
