SH, 04, 1971120200,   , MTWC,   0, 090S, 1390E,  20, 1000,
SH, 04, 1971120206,   , MTWC,   0, 094S, 1382E,  20, 1000,
SH, 04, 1971120212,   , MTWC,   0, 098S, 1375E,  25, 1000,
SH, 04, 1971120218,   , MTWC,   0, 101S, 1368E,  30, 1000,
SH, 04, 1971120300,   , MTWC,   0, 103S, 1360E,  30, 1000,
SH, 04, 1971120306,   , MTWC,   0, 103S, 1356E,  35, 1000,
SH, 04, 1971120312,   , MTWC,   0, 103S, 1352E,  35, 1000,
SH, 04, 1971120318,   , MTWC,   0, 103S, 1347E,  35, 1000,
SH, 04, 1971120400,   , MTWC,   0, 104S, 1342E,  35, 1000,
SH, 04, 1971120406,   , MTWC,   0, 104S, 1334E,  40, 1000,
SH, 04, 1971120412,   , MTWC,   0, 104S, 1325E,  40, 1000,
SH, 04, 1971120418,   , MTWC,   0, 106S, 1320E,  40, 1003,
SH, 04, 1971120500,   , MTWC,   0, 110S, 1315E,  35, 1000,
SH, 04, 1971120506,   , MTWC,   0, 118S, 1307E,  35, 1002,
SH, 04, 1971120512,   , MTWC,   0, 125S, 1303E,  35, 1002,
SH, 04, 1971120518,   , MTWC,   0, 129S, 1298E,  35, 1002,
SH, 04, 1971120600,   , MTWC,   0, 132S, 1293E,  30, 1002,
SH, 04, 1971120606,   , MTWC,   0, 137S, 1290E,  30, 1002,
SH, 04, 1971120612,   , MTWC,   0, 141S, 1287E,  30, 1002,
SH, 04, 1971120618,   , MTWC,   0, 143S, 1284E,  25, 1002,
SH, 04, 1971120700,   , MTWC,   0, 142S, 1279E,  20, 1002,
SH, 04, 1971120718,   , MTWC,   0, 143S, 1273E,  15, 1002,   ,    ,    ,     ,     ,     ,     ,     ,     ,    ,    ,    ,   U,    ,    ,    ,    ,      KITTY,
