SH, 26, 1972032012,   , MTWC,   0, 130S, 1613W,20,999
SH, 26, 1972032018,   , MTWC,   0, 136S, 1608W,25,999
SH, 26, 1972032100,   , MTWC,   0, 142S, 1605W,30,999
SH, 26, 1972032106,   , MTWC,   0, 148S, 1603W,30,999
SH, 26, 1972032112,   , MTWC,   0, 156S, 1601W,30,999
SH, 26, 1972032118,   , MTWC,   0, 166S, 1599W,35,999
SH, 26, 1972032200,   , MTWC,   0, 174S, 1597W,35,999
SH, 26, 1972032206,   , MTWC,   0, 180S, 1596W,40,999
SH, 26, 1972032212,   , MTWC,   0, 185S, 1594W,40,999
SH, 26, 1972032218,   , MTWC,   0, 190S, 1592W,40,999
SH, 26, 1972032300,   , MTWC,   0, 194S, 1591W,45,999
SH, 26, 1972032306,   , MTWC,   0, 198S, 1591W,50,999
SH, 26, 1972032312,   , MTWC,   0, 203S, 1590W,55,999
SH, 26, 1972032318,   , MTWC,   0, 206S, 1589W,50,999
SH, 26, 1972032400,   , MTWC,   0, 210S, 1588W,45,999
SH, 26, 1972032406,   , MTWC,   0, 214S, 1589W,45,999
SH, 26, 1972032412,   , MTWC,   0, 220S, 1595W,40,999
SH, 26, 1972032418,   , MTWC,   0, 224S, 1600W,40,999
SH, 26, 1972032500,   , MTWC,   0, 229S, 1605W,35,999
SH, 26, 1972032506,   , MTWC,   0, 234S, 1608W,35,999
SH, 26, 1972032512,   , MTWC,   0, 239S, 1609W,35,999
SH, 26, 1972032518,   , MTWC,   0, 245S, 1609W,30,999
SH, 26, 1972032600,   , MTWC,   0, 251S, 1607W,30,999
SH, 26, 1972032606,   , MTWC,   0, 255S, 1603W,30,999
SH, 26, 1972032612,   , MTWC,   0, 258S, 1596W,30,999SS  ,    ,    ,     ,     ,     ,     ,     ,     ,    ,    ,    ,   U,    ,    ,    ,    ,      AGATHA,
