SH, 29, 1972040700,   , MTWC,   0, 065S, 1580E,  20
SH, 29, 1972040706,   , MTWC,   0, 061S, 1576E,  30
SH, 29, 1972040712,   , MTWC,   0, 060S, 1571E,  30
SH, 29, 1972040718,   , MTWC,   0, 064S, 1566E,  30
SH, 29, 1972040800,   , MTWC,   0, 069S, 1562E,  35
SH, 29, 1972040806,   , MTWC,   0, 075S, 1558E,  40
SH, 29, 1972040812,   , MTWC,   0, 083S, 1554E,  45
SH, 29, 1972040818,   , MTWC,   0, 091S, 1550E,  55
SH, 29, 1972040900,   , MTWC,   0, 095S, 1547E,  55
SH, 29, 1972040906,   , MTWC,   0, 098S, 1545E,  60
SH, 29, 1972040912,   , MTWC,   0, 099S, 1543E,  60
SH, 29, 1972040918,   , MTWC,   0, 100S, 1540E,  60
SH, 29, 1972041000,   , MTWC,   0, 103S, 1541E,  65
SH, 29, 1972041006,   , MTWC,   0, 108S, 1545E,  65
SH, 29, 1972041012,   , MTWC,   0, 114S, 1550E,  60
SH, 29, 1972041018,   , MTWC,   0, 120S, 1555E,  60
SH, 29, 1972041100,   , MTWC,   0, 124S, 1554E,  55
SH, 29, 1972041106,   , MTWC,   0, 127S, 1550E,  50
SH, 29, 1972041112,   , MTWC,   0, 129S, 1543E,  50
SH, 29, 1972041118,   , MTWC,   0, 133S, 1540E,  55
SH, 29, 1972041200,   , MTWC,   0, 135S, 1541E,  65
SH, 29, 1972041206,   , MTWC,   0, 137S, 1542E,  75
SH, 29, 1972041212,   , MTWC,   0, 139S, 1544E,  90
SH, 29, 1972041218,   , MTWC,   0, 140S, 1545E, 105
SH, 29, 1972041300,   , MTWC,   0, 141S, 1549E, 115
SH, 29, 1972041306,   , MTWC,   0, 144S, 1557E, 125
SH, 29, 1972041312,   , MTWC,   0, 148S, 1562E, 120
SH, 29, 1972041318,   , MTWC,   0, 152S, 1567E, 115
SH, 29, 1972041400,   , MTWC,   0, 158S, 1573E, 120
SH, 29, 1972041406,   , MTWC,   0, 165S, 1581E, 135
SH, 29, 1972041412,   , MTWC,   0, 169S, 1590E, 145
SH, 29, 1972041418,   , MTWC,   0, 171S, 1600E, 140
SH, 29, 1972041500,   , MTWC,   0, 173S, 1609E, 125
SH, 29, 1972041506,   , MTWC,   0, 175S, 1619E, 110
SH, 29, 1972041512,   , MTWC,   0, 176S, 1629E,  95
SH, 29, 1972041518,   , MTWC,   0, 176S, 1639E,  80
SH, 29, 1972041600,   , MTWC,   0, 176S, 1648E,  65
SH, 29, 1972041606,   , MTWC,   0, 175S, 1656E,  65
SH, 29, 1972041612,   , MTWC,   0, 174S, 1664E,  85
SH, 29, 1972041618,   , MTWC,   0, 173S, 1672E,  95
SH, 29, 1972041700,   , MTWC,   0, 174S, 1681E, 110
SH, 29, 1972041706,   , MTWC,   0, 176S, 1690E, 105
SH, 29, 1972041712,   , MTWC,   0, 174S, 1697E,  85
SH, 29, 1972041718,   , MTWC,   0, 172S, 1700E,  70
SH, 29, 1972041800,   , MTWC,   0, 169S, 1703E,  60
SH, 29, 1972041806,   , MTWC,   0, 164S, 1708E,  60
SH, 29, 1972041812,   , MTWC,   0, 158S, 1705E,  55
SH, 29, 1972041818,   , MTWC,   0, 152S, 1699E,  55
SH, 29, 1972041900,   , MTWC,   0, 153S, 1692E,  50
SH, 29, 1972041906,   , MTWC,   0, 157S, 1684E,  45
SH, 29, 1972041912,   , MTWC,   0, 163S, 1677E,  40
SH, 29, 1972041918,   , MTWC,   0, 174S, 1674E,  35
SH, 29, 1972042000,   , MTWC,   0, 177S, 1672E,  30,1000,TD,    ,    ,     ,     ,     ,     ,     ,     ,    ,    ,    ,   U,    ,    ,    ,    ,      GAIL,
