WP, 17, 2019091100,   , MTWC,   0,  84N, 1685E,  15,    0, DB
WP, 17, 2019091106,   , MTWC,   0,  85N, 1675E,  15,    0, DB
WP, 17, 2019091112,   , MTWC,   0,  85N, 1662E,  15,    0, DB
WP, 17, 2019091118,   , MTWC,   0,  86N, 1648E,  20,    0, DB
WP, 17, 2019091200,   , MTWC,   0,  88N, 1635E,  20,    0, DB
WP, 17, 2019091206,   , MTWC,   0,  91N, 1620E,  20,    0, DB
WP, 17, 2019091212,   , MTWC,   0,  96N, 1606E,  20,    0, DB
WP, 17, 2019091218,   , MTWC,   0, 104N, 1592E,  25,    0, TD
WP, 17, 2019091300,   , MTWC,   0, 115N, 1583E,  25,    0, TD
WP, 17, 2019091306,   , MTWC,   0, 121N, 1570E,  30,    0, TD
WP, 17, 2019091312,   , MTWC,   0, 127N, 1555E,  30,    0, TD
WP, 17, 2019091318,   , MTWC,   0, 129N, 1541E,  35,    0, TS
WP, 17, 2019091400,   , MTWC,   0, 133N, 1529E,  35,    0, TS
WP, 17, 2019091406,   , MTWC,   0, 137N, 1518E,  35,    0, TS
WP, 17, 2019091412,   , MTWC,   0, 141N, 1511E,  40,    0, TS
WP, 17, 2019091418,   , MTWC,   0, 144N, 1505E,  45,    0, TS
WP, 17, 2019091500,   , MTWC,   0, 154N, 1497E,  45,    0, TS
WP, 17, 2019091506,   , MTWC,   0, 166N, 1489E,  40,    0, TS
WP, 17, 2019091512,   , MTWC,   0, 177N, 1480E,  35,    0, TS
WP, 17, 2019091518,   , MTWC,   0, 195N, 1468E,  30,    0, TD
WP, 17, 2019091600,   , MTWC,   0, 213N, 1453E,  35,    0, TS
WP, 17, 2019091606,   , MTWC,   0, 234N, 1441E,  40,    0, TS
WP, 17, 2019091612,   , MTWC,   0, 249N, 1430E,  35,    0, TS
WP, 17, 2019091618,   , MTWC,   0, 269N, 1425E,  30,    0, TD
WP, 17, 2019091700,   , MTWC,   0, 287N, 1427E,  30,    0, TD
WP, 17, 2019091706,   , MTWC,   0, 307N, 1435E,  25,    0, TD
WP, 17, 2019091712,   , MTWC,   0, 324N, 1450E,  25,    0, TD
WP, 17, 2019091718,   , MTWC,   0, 340N, 1475E,  20,    0, DB
WP, 17, 2019091800,   , MTWC,   0, 351N, 1497E,  20,    0, DB
WP, 17, 2019091806,   , MTWC,   0, 359N, 1523E,  20,    0, DB
