WP, 07, 2016080118,   , MTWC,   0, 155N, 1506E,  15,    0, DB
WP, 07, 2016080200,   , MTWC,   0, 159N, 1501E,  15,    0, DB
WP, 07, 2016080206,   , MTWC,   0, 162N, 1495E,  20,    0, DB
WP, 07, 2016080212,   , MTWC,   0, 165N, 1488E,  25,    0, TD
WP, 07, 2016080218,   , MTWC,   0, 167N, 1482E,  25,    0, TD
WP, 07, 2016080300,   , MTWC,   0, 169N, 1478E,  30,    0, TD
WP, 07, 2016080306,   , MTWC,   0, 173N, 1481E,  30,    0, TD
WP, 07, 2016080312,   , MTWC,   0, 173N, 1482E,  35,    0, TS
WP, 07, 2016080318,   , MTWC,   0, 176N, 1480E,  35,    0, TS
WP, 07, 2016080400,   , MTWC,   0, 181N, 1480E,  35,    0, TS
WP, 07, 2016080406,   , MTWC,   0, 187N, 1479E,  40,    0, TS
WP, 07, 2016080412,   , MTWC,   0, 192N, 1478E,  40,    0, TS
WP, 07, 2016080418,   , MTWC,   0, 197N, 1475E,  45,    0, TS
WP, 07, 2016080500,   , MTWC,   0, 204N, 1473E,  50,    0, TS
WP, 07, 2016080506,   , MTWC,   0, 213N, 1474E,  55,    0, TS
WP, 07, 2016080512,   , MTWC,   0, 223N, 1475E,  60,    0, TS
WP, 07, 2016080518,   , MTWC,   0, 232N, 1475E,  65,    0, TY
WP, 07, 2016080600,   , MTWC,   0, 243N, 1477E,  65,    0, TY
WP, 07, 2016080606,   , MTWC,   0, 252N, 1476E,  60,    0, TS
WP, 07, 2016080612,   , MTWC,   0, 262N, 1476E,  60,    0, TS
WP, 07, 2016080618,   , MTWC,   0, 275N, 1473E,  55,    0, TS
WP, 07, 2016080700,   , MTWC,   0, 287N, 1469E,  55,    0, TS
WP, 07, 2016080706,   , MTWC,   0, 299N, 1464E,  50,    0, TS
WP, 07, 2016080712,   , MTWC,   0, 309N, 1459E,  50,    0, TS
WP, 07, 2016080718,   , MTWC,   0, 322N, 1450E,  45,    0, TS
WP, 07, 2016080800,   , MTWC,   0, 333N, 1444E,  45,    0, TS
WP, 07, 2016080806,   , MTWC,   0, 344N, 1442E,  45,    0, TS
WP, 07, 2016080812,   , MTWC,   0, 356N, 1443E,  45,    0, TS
WP, 07, 2016080818,   , MTWC,   0, 368N, 1446E,  45,    0, TS
WP, 07, 2016080900,   , MTWC,   0, 382N, 1454E,  45,    0, TS
WP, 07, 2016080906,   , MTWC,   0, 401N, 1469E,  40,    0, TS
WP, 07, 2016080912,   , MTWC,   0, 420N, 1485E,  35,    0, TS
WP, 07, 2016080918,   , MTWC,   0, 442N, 1513E,  35,    0, SS
WP, 07, 2016081000,   , MTWC,   0, 463N, 1529E,  35,    0, SS
WP, 07, 2016081006,   , MTWC,   0, 484N, 1563E,  30,    0, SS
WP, 07, 2016081012,   , MTWC,   0, 502N, 1598E,  35,    0, EX
WP, 07, 2016081018,   , MTWC,   0, 520N, 1628E,  35,    0, EX
WP, 07, 2016081100,   , MTWC,   0, 535N, 1655E,  35,    0, EX
WP, 07, 2016081106,   , MTWC,   0, 549N, 1691E,  35,    0, EX
WP, 07, 2016081112,   , MTWC,   0, 556N, 1725E,  35,    0, EX
WP, 07, 2016081118,   , MTWC,   0, 555N, 1746E,  35,    0, EX
WP, 07, 2016081200,   , MTWC,   0, 551N, 1771E,  35,    0, EX
WP, 07, 2016081206,   , MTWC,   0, 545N, 1782W,  35,    0, EX
