WP, 92, 2016081718,   , MTWC,   0, 175N, 1475E,  15,    0, DB
WP, 92, 2016081800,   , MTWC,   0, 182N, 1483E,  15,    0, DB
WP, 92, 2016081806,   , MTWC,   0, 190N, 1487E,  20,    0, DB
WP, 92, 2016081812,   , MTWC,   0, 197N, 1485E,  20,    0, DB
WP, 92, 2016081818,   , MTWC,   0, 203N, 1479E,  20,    0, DB
WP, 92, 2016081900,   , MTWC,   0, 211N, 1476E,  25,    0, TD
WP, 92, 2016081906,   , MTWC,   0, 219N, 1475E,  25,    0, TD
WP, 92, 2016081912,   , MTWC,   0, 227N, 1479E,  30,    0, TD
WP, 92, 2016081918,   , MTWC,   0, 234N, 1485E,  40,    0, TS
WP, 92, 2016082000,   , MTWC,   0, 240N, 1491E,  40,    0, TS
WP, 92, 2016082006,   , MTWC,   0, 245N, 1494E,  35,    0, TS
WP, 92, 2016082012,   , MTWC,   0, 252N, 1497E,  35,    0, TS
WP, 92, 2016082018,   , MTWC,   0, 265N, 1499E,  30,    0, TD
WP, 92, 2016082100,   , MTWC,   0, 282N, 1498E,  25,    0, TD
WP, 92, 2016082106,   , MTWC,   0, 312N, 1494E,  20,    0, DB
