WP, 18, 1994080300,   , MTWC,   0, 303N, 1487E,  25,    0, TD
WP, 18, 1994080306,   , MTWC,   0, 301N, 1485E,  25,    0, TD
WP, 18, 1994080312,   , MTWC,   0, 300N, 1483E,  25,    0, TD
WP, 18, 1994080318,   , MTWC,   0, 298N, 1481E,  25,    0, TD
WP, 18, 1994080400,   , MTWC,   0, 297N, 1479E,  25,    0, TD
WP, 18, 1994080406,   , MTWC,   0, 295N, 1477E,  25,    0, TD
WP, 18, 1994080412,   , MTWC,   0, 293N, 1475E,  25,    0, TD
WP, 18, 1994080418,   , MTWC,   0, 291N, 1473E,  25,    0, TD
WP, 18, 1994080500,   , MTWC,   0, 289N, 1472E,  25,    0, TD
WP, 18, 1994080506,   , MTWC,   0, 287N, 1470E,  25,    0, TD
WP, 18, 1994080512,   , MTWC,   0, 285N, 1469E,  25,    0, TD
WP, 18, 1994080518,   , MTWC,   0, 283N, 1468E,  30,    0, TD
WP, 18, 1994080600,   , MTWC,   0, 281N, 1466E,  30,    0, TD
WP, 18, 1994080606,   , MTWC,   0, 278N, 1465E,  30,    0, TD
WP, 18, 1994080612,   , MTWC,   0, 274N, 1465E,  30,    0, TD
WP, 18, 1994080618,   , MTWC,   0, 269N, 1464E,  30,    0, TD
WP, 18, 1994080700,   , MTWC,   0, 265N, 1461E,  30,    0, TD
WP, 18, 1994080706,   , MTWC,   0, 258N, 1457E,  30,    0, TD
WP, 18, 1994080712,   , MTWC,   0, 253N, 1450E,  35,    0, TS
WP, 18, 1994080718,   , MTWC,   0, 251N, 1446E,  40,    0, TS
WP, 18, 1994080800,   , MTWC,   0, 251N, 1443E,  45,    0, TS
WP, 18, 1994080806,   , MTWC,   0, 251N, 1437E,  45,    0, TS
WP, 18, 1994080812,   , MTWC,   0, 251N, 1429E,  40,    0, TS
WP, 18, 1994080818,   , MTWC,   0, 251N, 1422E,  45,    0, TS
WP, 18, 1994080900,   , MTWC,   0, 248N, 1416E,  45,    0, TS
WP, 18, 1994080906,   , MTWC,   0, 246N, 1406E,  50,    0, TS
WP, 18, 1994080912,   , MTWC,   0, 244N, 1399E,  55,    0, TS
WP, 18, 1994080918,   , MTWC,   0, 242N, 1391E,  60,    0, TS
WP, 18, 1994081000,   , MTWC,   0, 237N, 1386E,  65,    0, TY
WP, 18, 1994081006,   , MTWC,   0, 232N, 1386E,  55,    0, TS
WP, 18, 1994081012,   , MTWC,   0, 231N, 1389E,  55,    0, TS
WP, 18, 1994081018,   , MTWC,   0, 234N, 1391E,  60,    0, TS
WP, 18, 1994081100,   , MTWC,   0, 240N, 1389E,  65,    0, TY
WP, 18, 1994081106,   , MTWC,   0, 250N, 1384E,  60,    0, TS
WP, 18, 1994081112,   , MTWC,   0, 259N, 1374E,  60,    0, TS
WP, 18, 1994081118,   , MTWC,   0, 266N, 1364E,  65,    0, TY
WP, 18, 1994081200,   , MTWC,   0, 273N, 1353E,  75,    0, TY
WP, 18, 1994081206,   , MTWC,   0, 281N, 1341E,  85,    0, TY
WP, 18, 1994081212,   , MTWC,   0, 288N, 1329E,  90,    0, TY
WP, 18, 1994081218,   , MTWC,   0, 294N, 1315E,  85,    0, TY
WP, 18, 1994081300,   , MTWC,   0, 300N, 1302E,  85,    0, TY
WP, 18, 1994081306,   , MTWC,   0, 306N, 1288E,  85,    0, TY
WP, 18, 1994081312,   , MTWC,   0, 312N, 1274E,  85,    0, TY
WP, 18, 1994081318,   , MTWC,   0, 317N, 1259E,  80,    0, TY
WP, 18, 1994081400,   , MTWC,   0, 321N, 1247E,  80,    0, TY
WP, 18, 1994081406,   , MTWC,   0, 324N, 1236E,  75,    0, TY
WP, 18, 1994081412,   , MTWC,   0, 327N, 1226E,  65,    0, TY
WP, 18, 1994081418,   , MTWC,   0, 332N, 1220E,  55,    0, TS
WP, 18, 1994081500,   , MTWC,   0, 340N, 1219E,  45,    0, TS
WP, 18, 1994081506,   , MTWC,   0, 352N, 1219E,  45,    0, TS
WP, 18, 1994081512,   , MTWC,   0, 363N, 1219E,  45,    0, TS
WP, 18, 1994081518,   , MTWC,   0, 378N, 1221E,  40,    0, TS
WP, 18, 1994081600,   , MTWC,   0, 393N, 1224E,  35,    0, TS
WP, 18, 1994081606,   , MTWC,   0, 409N, 1237E,  35,    0, EX
WP, 18, 1994081612,   , MTWC,   0, 427N, 1264E,  35,    0, EX
WP, 18, 1994081618,   , MTWC,   0, 460N, 1310E,  35,    0, EX
WP, 18, 1994081700,   , MTWC,   0, 480N, 1350E,  45,    0, EX
WP, 18, 1994081706,   , MTWC,   0, 510N, 1410E,  55,    0, EX
WP, 18, 1994081712,   , MTWC,   0, 520N, 1450E,  65,    0, EX
WP, 18, 1994081718,   , MTWC,   0, 535N, 1490E,  65,    0, EX
WP, 18, 1994081800,   , MTWC,   0, 545N, 1530E,  65,    0, EX
WP, 18, 1994081806,   , MTWC,   0, 560N, 1550E,  65,    0, EX
WP, 18, 1994081812,   , MTWC,   0, 570N, 1570E,  65,    0, EX
WP, 18, 1994081818,   , MTWC,   0, 580N, 1590E,  65,    0, EX
