WP, 29, 1994091900,   , MTWC,   0, 171N, 1713E,  25,    0, TD
WP, 29, 1994091906,   , MTWC,   0, 172N, 1707E,  25,    0, TD
WP, 29, 1994091912,   , MTWC,   0, 173N, 1702E,  30,    0, TD
WP, 29, 1994091918,   , MTWC,   0, 171N, 1698E,  30,    0, TD
WP, 29, 1994092000,   , MTWC,   0, 168N, 1694E,  30,    0, TD
WP, 29, 1994092006,   , MTWC,   0, 165N, 1690E,  30,    0, TD
WP, 29, 1994092012,   , MTWC,   0, 163N, 1684E,  30,    0, TD
WP, 29, 1994092018,   , MTWC,   0, 161N, 1678E,  35,    0, TS
WP, 29, 1994092100,   , MTWC,   0, 155N, 1674E,  35,    0, TS
WP, 29, 1994092106,   , MTWC,   0, 151N, 1665E,  40,    0, TS
WP, 29, 1994092112,   , MTWC,   0, 150N, 1657E,  50,    0, TS
WP, 29, 1994092118,   , MTWC,   0, 151N, 1650E,  55,    0, TS
WP, 29, 1994092200,   , MTWC,   0, 159N, 1644E,  50,    0, TS
WP, 29, 1994092206,   , MTWC,   0, 167N, 1641E,  45,    0, TS
WP, 29, 1994092212,   , MTWC,   0, 178N, 1639E,  55,    0, TS
WP, 29, 1994092218,   , MTWC,   0, 191N, 1635E,  75,    0, TY
WP, 29, 1994092300,   , MTWC,   0, 207N, 1631E,  90,    0, TY
WP, 29, 1994092306,   , MTWC,   0, 221N, 1627E, 100,    0, TY
WP, 29, 1994092312,   , MTWC,   0, 233N, 1623E, 105,    0, TY
WP, 29, 1994092318,   , MTWC,   0, 243N, 1618E, 115,    0, TY
WP, 29, 1994092400,   , MTWC,   0, 251N, 1611E, 115,    0, TY
WP, 29, 1994092406,   , MTWC,   0, 258N, 1603E, 115,    0, TY
WP, 29, 1994092412,   , MTWC,   0, 264N, 1594E, 105,    0, TY
WP, 29, 1994092418,   , MTWC,   0, 273N, 1579E,  95,    0, TY
WP, 29, 1994092500,   , MTWC,   0, 281N, 1556E,  50,    0, TS
WP, 29, 1994092506,   , MTWC,   0, 283N, 1535E,  40,    0, TS
WP, 29, 1994092512,   , MTWC,   0, 280N, 1521E,  40,    0, TS
WP, 29, 1994092518,   , MTWC,   0, 275N, 1513E,  40,    0, TS
WP, 29, 1994092600,   , MTWC,   0, 269N, 1516E,  40,    0, TS
WP, 29, 1994092606,   , MTWC,   0, 265N, 1525E,  35,    0, TS
WP, 29, 1994092612,   , MTWC,   0, 273N, 1537E,  30,    0, TD
WP, 29, 1994092618,   , MTWC,   0, 278N, 1542E,  30,    0, TD
WP, 29, 1994092700,   , MTWC,   0, 284N, 1534E,  25,    0, TD
WP, 29, 1994092706,   , MTWC,   0, 291N, 1527E,  25,    0, TD
WP, 29, 1994092712,   , MTWC,   0, 296N, 1518E,  25,    0, TD
