WP, 17, 1994073000,   , MTWC,   0, 120N, 1517E,  25,    0, TD
WP, 17, 1994073006,   , MTWC,   0, 123N, 1511E,  25,    0, TD
WP, 17, 1994073012,   , MTWC,   0, 126N, 1505E,  25,    0, TD
WP, 17, 1994073018,   , MTWC,   0, 128N, 1498E,  25,    0, TD
WP, 17, 1994073100,   , MTWC,   0, 130N, 1491E,  25,    0, TD
WP, 17, 1994073106,   , MTWC,   0, 132N, 1484E,  25,    0, TD
WP, 17, 1994073112,   , MTWC,   0, 134N, 1477E,  25,    0, TD
WP, 17, 1994073118,   , MTWC,   0, 137N, 1469E,  30,    0, TD
WP, 17, 1994080100,   , MTWC,   0, 140N, 1460E,  30,    0, TD
WP, 17, 1994080106,   , MTWC,   0, 145N, 1447E,  30,    0, TD
WP, 17, 1994080112,   , MTWC,   0, 147N, 1437E,  30,    0, TD
WP, 17, 1994080118,   , MTWC,   0, 148N, 1428E,  30,    0, TD
WP, 17, 1994080200,   , MTWC,   0, 150N, 1420E,  30,    0, TD
WP, 17, 1994080206,   , MTWC,   0, 152N, 1413E,  30,    0, TD
WP, 17, 1994080212,   , MTWC,   0, 154N, 1407E,  40,    0, TS
WP, 17, 1994080218,   , MTWC,   0, 154N, 1401E,  50,    0, TS
WP, 17, 1994080300,   , MTWC,   0, 154N, 1396E,  65,    0, TY
WP, 17, 1994080306,   , MTWC,   0, 154N, 1390E,  65,    0, TY
WP, 17, 1994080312,   , MTWC,   0, 154N, 1382E,  70,    0, TY
WP, 17, 1994080318,   , MTWC,   0, 154N, 1374E,  75,    0, TY
WP, 17, 1994080400,   , MTWC,   0, 152N, 1362E,  75,    0, TY
WP, 17, 1994080406,   , MTWC,   0, 151N, 1352E,  80,    0, TY
WP, 17, 1994080412,   , MTWC,   0, 150N, 1341E,  85,    0, TY
WP, 17, 1994080418,   , MTWC,   0, 151N, 1331E,  90,    0, TY
WP, 17, 1994080500,   , MTWC,   0, 153N, 1321E, 100,    0, TY
WP, 17, 1994080506,   , MTWC,   0, 158N, 1310E, 110,    0, TY
WP, 17, 1994080512,   , MTWC,   0, 163N, 1297E, 115,    0, TY
WP, 17, 1994080518,   , MTWC,   0, 169N, 1285E, 120,    0, TY
WP, 17, 1994080600,   , MTWC,   0, 175N, 1273E, 120,    0, TY
WP, 17, 1994080606,   , MTWC,   0, 182N, 1263E, 125,    0, TY
WP, 17, 1994080612,   , MTWC,   0, 191N, 1254E, 120,    0, TY
WP, 17, 1994080618,   , MTWC,   0, 200N, 1246E, 115,    0, TY
WP, 17, 1994080700,   , MTWC,   0, 210N, 1238E, 110,    0, TY
WP, 17, 1994080706,   , MTWC,   0, 222N, 1234E, 105,    0, TY
WP, 17, 1994080712,   , MTWC,   0, 235N, 1229E, 100,    0, TY
WP, 17, 1994080718,   , MTWC,   0, 247N, 1222E,  95,    0, TY
WP, 17, 1994080800,   , MTWC,   0, 256N, 1218E,  75,    0, TY
WP, 17, 1994080806,   , MTWC,   0, 265N, 1217E,  55,    0, TS
WP, 17, 1994080812,   , MTWC,   0, 273N, 1219E,  50,    0, TS
WP, 17, 1994080818,   , MTWC,   0, 282N, 1223E,  45,    0, TS
WP, 17, 1994080900,   , MTWC,   0, 291N, 1229E,  50,    0, TS
WP, 17, 1994080906,   , MTWC,   0, 302N, 1233E,  55,    0, TS
WP, 17, 1994080912,   , MTWC,   0, 310N, 1235E,  50,    0, TS
WP, 17, 1994080918,   , MTWC,   0, 319N, 1237E,  50,    0, TS
WP, 17, 1994081000,   , MTWC,   0, 327N, 1238E,  45,    0, TS
WP, 17, 1994081006,   , MTWC,   0, 334N, 1239E,  45,    0, TS
WP, 17, 1994081012,   , MTWC,   0, 338N, 1243E,  50,    0, TS
WP, 17, 1994081018,   , MTWC,   0, 340N, 1248E,  45,    0, TS
WP, 17, 1994081100,   , MTWC,   0, 341N, 1253E,  40,    0, TS
WP, 17, 1994081106,   , MTWC,   0, 341N, 1256E,  40,    0, TS
WP, 17, 1994081112,   , MTWC,   0, 341N, 1255E,  40,    0, TS
WP, 17, 1994081118,   , MTWC,   0, 341N, 1252E,  45,    0, TS
WP, 17, 1994081200,   , MTWC,   0, 340N, 1245E,  40,    0, TS
WP, 17, 1994081206,   , MTWC,   0, 336N, 1235E,  35,    0, TS
WP, 17, 1994081212,   , MTWC,   0, 328N, 1222E,  30,    0, TD
WP, 17, 1994081218,   , MTWC,   0, 323N, 1210E,  25,    0, TD
WP, 17, 1994081300,   , MTWC,   0, 317N, 1199E,  25,    0, TD
WP, 17, 1994081306,   , MTWC,   0, 311N, 1188E,  25,    0, TD
