WP, 35, 1994101800,   , MTWC,   0, 120N, 1702E,  25,    0, TD
WP, 35, 1994101806,   , MTWC,   0, 125N, 1691E,  25,    0, TD
WP, 35, 1994101812,   , MTWC,   0, 129N, 1681E,  25,    0, TD
WP, 35, 1994101818,   , MTWC,   0, 132N, 1671E,  25,    0, TD
WP, 35, 1994101900,   , MTWC,   0, 134N, 1662E,  30,    0, TD
WP, 35, 1994101906,   , MTWC,   0, 136N, 1653E,  30,    0, TD
WP, 35, 1994101912,   , MTWC,   0, 137N, 1644E,  30,    0, TD
WP, 35, 1994101918,   , MTWC,   0, 137N, 1638E,  35,    0, TS
WP, 35, 1994102000,   , MTWC,   0, 136N, 1632E,  40,    0, TS
WP, 35, 1994102006,   , MTWC,   0, 136N, 1625E,  50,    0, TS
WP, 35, 1994102012,   , MTWC,   0, 137N, 1618E,  60,    0, TS
WP, 35, 1994102018,   , MTWC,   0, 139N, 1611E,  60,    0, TS
WP, 35, 1994102100,   , MTWC,   0, 140N, 1603E,  65,    0, TY
WP, 35, 1994102106,   , MTWC,   0, 143N, 1597E,  65,    0, TY
WP, 35, 1994102112,   , MTWC,   0, 146N, 1590E,  70,    0, TY
WP, 35, 1994102118,   , MTWC,   0, 150N, 1582E,  75,    0, TY
WP, 35, 1994102200,   , MTWC,   0, 154N, 1575E,  85,    0, TY
WP, 35, 1994102206,   , MTWC,   0, 158N, 1566E,  95,    0, TY
WP, 35, 1994102212,   , MTWC,   0, 162N, 1555E, 115,    0, TY
WP, 35, 1994102218,   , MTWC,   0, 165N, 1543E, 120,    0, TY
WP, 35, 1994102300,   , MTWC,   0, 168N, 1531E, 120,    0, TY
WP, 35, 1994102306,   , MTWC,   0, 169N, 1519E, 130,    0, ST
WP, 35, 1994102312,   , MTWC,   0, 168N, 1509E, 125,    0, TY
WP, 35, 1994102318,   , MTWC,   0, 166N, 1498E, 135,    0, ST
WP, 35, 1994102321,   , MTWC,   0, 164N, 1493E, 125,    0, TY
WP, 35, 1994102400,   , MTWC,   0, 162N, 1489E, 110,    0, TY
WP, 35, 1994102406,   , MTWC,   0, 160N, 1482E, 115,    0, TY
WP, 35, 1994102409,   , MTWC,   0, 159N, 1479E, 120,    0, TY
WP, 35, 1994102412,   , MTWC,   0, 158N, 1476E, 110,    0, TY
WP, 35, 1994102418,   , MTWC,   0, 156N, 1473E, 100,    0, TY
WP, 35, 1994102500,   , MTWC,   0, 157N, 1472E, 105,    0, TY
WP, 35, 1994102506,   , MTWC,   0, 159N, 1473E, 100,    0, TY
WP, 35, 1994102509,   , MTWC,   0, 160N, 1473E, 100,    0, TY
WP, 35, 1994102512,   , MTWC,   0, 161N, 1475E,  95,    0, TY
WP, 35, 1994102518,   , MTWC,   0, 166N, 1478E,  85,    0, TY
WP, 35, 1994102600,   , MTWC,   0, 173N, 1484E,  75,    0, TY
WP, 35, 1994102606,   , MTWC,   0, 181N, 1490E,  75,    0, TY
WP, 35, 1994102612,   , MTWC,   0, 188N, 1494E,  85,    0, TY
WP, 35, 1994102618,   , MTWC,   0, 196N, 1498E,  95,    0, TY
WP, 35, 1994102700,   , MTWC,   0, 201N, 1503E, 100,    0, TY
WP, 35, 1994102706,   , MTWC,   0, 205N, 1507E, 110,    0, TY
WP, 35, 1994102709,   , MTWC,   0, 207N, 1508E, 100,    0, TY
WP, 35, 1994102712,   , MTWC,   0, 210N, 1510E,  85,    0, TY
WP, 35, 1994102718,   , MTWC,   0, 216N, 1513E,  90,    0, TY
WP, 35, 1994102721,   , MTWC,   0, 219N, 1515E, 100,    0, TY
WP, 35, 1994102800,   , MTWC,   0, 223N, 1516E,  90,    0, TY
WP, 35, 1994102806,   , MTWC,   0, 230N, 1515E,  85,    0, TY
WP, 35, 1994102812,   , MTWC,   0, 237N, 1513E,  90,    0, TY
WP, 35, 1994102818,   , MTWC,   0, 242N, 1512E, 100,    0, TY
WP, 35, 1994102900,   , MTWC,   0, 248N, 1511E,  95,    0, TY
WP, 35, 1994102906,   , MTWC,   0, 252N, 1508E,  90,    0, TY
WP, 35, 1994102912,   , MTWC,   0, 256N, 1504E, 100,    0, TY
WP, 35, 1994102918,   , MTWC,   0, 260N, 1500E,  90,    0, TY
WP, 35, 1994103000,   , MTWC,   0, 264N, 1499E,  85,    0, TY
WP, 35, 1994103006,   , MTWC,   0, 270N, 1500E,  75,    0, TY
WP, 35, 1994103012,   , MTWC,   0, 277N, 1502E,  75,    0, TY
WP, 35, 1994103018,   , MTWC,   0, 289N, 1507E,  65,    0, TY
WP, 35, 1994103100,   , MTWC,   0, 306N, 1514E,  60,    0, TS
WP, 35, 1994103106,   , MTWC,   0, 321N, 1527E,  50,    0, TS
WP, 35, 1994103112,   , MTWC,   0, 338N, 1549E,  45,    0, TS
WP, 35, 1994103118,   , MTWC,   0, 357N, 1577E,  40,    0, TS
WP, 35, 1994110100,   , MTWC,   0, 381N, 1618E,  35,    0, EX
WP, 35, 1994110106,   , MTWC,   0, 399N, 1664E,  45,    0, EX
WP, 35, 1994110112,   , MTWC,   0, 415N, 1714E,  50,    0, EX
WP, 35, 1994110118,   , MTWC,   0, 444N, 1769E,  65,    0, EX
WP, 35, 1994110200,   , MTWC,   0, 485N, 1745W,  65,    0, EX
