WP, 30, 1994092200,   , MTWC,   0, 161N, 1493E,  25,    0, TD
WP, 30, 1994092206,   , MTWC,   0, 163N, 1501E,  25,    0, TD
WP, 30, 1994092212,   , MTWC,   0, 166N, 1509E,  25,    0, TD
WP, 30, 1994092218,   , MTWC,   0, 170N, 1517E,  25,    0, TD
WP, 30, 1994092300,   , MTWC,   0, 175N, 1524E,  25,    0, TD
WP, 30, 1994092306,   , MTWC,   0, 181N, 1530E,  30,    0, TD
WP, 30, 1994092312,   , MTWC,   0, 187N, 1535E,  30,    0, TD
WP, 30, 1994092318,   , MTWC,   0, 193N, 1539E,  30,    0, TD
WP, 30, 1994092400,   , MTWC,   0, 200N, 1540E,  30,    0, TD
WP, 30, 1994092406,   , MTWC,   0, 209N, 1542E,  30,    0, TD
WP, 30, 1994092412,   , MTWC,   0, 218N, 1549E,  35,    0, TS
WP, 30, 1994092418,   , MTWC,   0, 225N, 1558E,  45,    0, TS
WP, 30, 1994092500,   , MTWC,   0, 234N, 1563E,  50,    0, TS
WP, 30, 1994092506,   , MTWC,   0, 249N, 1565E,  55,    0, TS
WP, 30, 1994092509,   , MTWC,   0, 256N, 1563E,  65,    0, TY
WP, 30, 1994092512,   , MTWC,   0, 265N, 1559E,  55,    0, TS
WP, 30, 1994092515,   , MTWC,   0, 277N, 1554E,  50,    0, TS
WP, 30, 1994092518,   , MTWC,   0, 285N, 1546E,  50,    0, TS
WP, 30, 1994092521,   , MTWC,   0, 290N, 1535E,  45,    0, TS
WP, 30, 1994092600,   , MTWC,   0, 298N, 1522E,  40,    0, TS
WP, 30, 1994092603,   , MTWC,   0, 304N, 1509E,  40,    0, TS
WP, 30, 1994092606,   , MTWC,   0, 308N, 1500E,  35,    0, TS
WP, 30, 1994092612,   , MTWC,   0, 316N, 1494E,  35,    0, TS
WP, 30, 1994092618,   , MTWC,   0, 324N, 1491E,  35,    0, TS
WP, 30, 1994092700,   , MTWC,   0, 334N, 1495E,  35,    0, TS
WP, 30, 1994092706,   , MTWC,   0, 343N, 1502E,  40,    0, TS
WP, 30, 1994092712,   , MTWC,   0, 353N, 1510E,  45,    0, TS
WP, 30, 1994092718,   , MTWC,   0, 363N, 1521E,  50,    0, TS
WP, 30, 1994092800,   , MTWC,   0, 374N, 1538E,  50,    0, TS
WP, 30, 1994092806,   , MTWC,   0, 382N, 1554E,  40,    0, TS
WP, 30, 1994092812,   , MTWC,   0, 389N, 1570E,  35,    0, EX
WP, 30, 1994092818,   , MTWC,   0, 394N, 1595E,  35,    0, EX
WP, 30, 1994092900,   , MTWC,   0, 397N, 1611E,  35,    0, EX
WP, 30, 1994092906,   , MTWC,   0, 398N, 1628E,  35,    0, EX
WP, 30, 1994092912,   , MTWC,   0, 400N, 1651E,  35,    0, EX
WP, 30, 1994092918,   , MTWC,   0, 403N, 1675E,  35,    0, EX
WP, 30, 1994093000,   , MTWC,   0, 405N, 1699E,  35,    0, EX
WP, 30, 1994093006,   , MTWC,   0, 408N, 1728E,  35,    0, EX
