WP, 34, 1994101400,   , MTWC,   0, 142N, 1564E,  25,    0, TD
WP, 34, 1994101406,   , MTWC,   0, 143N, 1552E,  25,    0, TD
WP, 34, 1994101412,   , MTWC,   0, 144N, 1540E,  25,    0, TD
WP, 34, 1994101418,   , MTWC,   0, 145N, 1528E,  25,    0, TD
WP, 34, 1994101500,   , MTWC,   0, 146N, 1516E,  25,    0, TD
WP, 34, 1994101506,   , MTWC,   0, 147N, 1504E,  25,    0, TD
WP, 34, 1994101512,   , MTWC,   0, 148N, 1492E,  30,    0, TD
WP, 34, 1994101518,   , MTWC,   0, 149N, 1480E,  30,    0, TD
WP, 34, 1994101600,   , MTWC,   0, 153N, 1469E,  30,    0, TD
WP, 34, 1994101606,   , MTWC,   0, 154N, 1457E,  35,    0, TS
WP, 34, 1994101612,   , MTWC,   0, 155N, 1441E,  40,    0, TS
WP, 34, 1994101618,   , MTWC,   0, 157N, 1426E,  45,    0, TS
WP, 34, 1994101700,   , MTWC,   0, 160N, 1411E,  50,    0, TS
WP, 34, 1994101706,   , MTWC,   0, 162N, 1399E,  45,    0, TS
WP, 34, 1994101712,   , MTWC,   0, 163N, 1385E,  50,    0, TS
WP, 34, 1994101718,   , MTWC,   0, 163N, 1374E,  55,    0, TS
WP, 34, 1994101800,   , MTWC,   0, 160N, 1359E,  55,    0, TS
WP, 34, 1994101806,   , MTWC,   0, 157N, 1345E,  60,    0, TS
WP, 34, 1994101812,   , MTWC,   0, 155N, 1330E,  60,    0, TS
WP, 34, 1994101818,   , MTWC,   0, 154N, 1317E,  65,    0, TY
WP, 34, 1994101900,   , MTWC,   0, 155N, 1302E,  75,    0, TY
WP, 34, 1994101906,   , MTWC,   0, 155N, 1288E,  85,    0, TY
WP, 34, 1994101912,   , MTWC,   0, 156N, 1276E,  95,    0, TY
WP, 34, 1994101918,   , MTWC,   0, 156N, 1265E, 120,    0, TY
WP, 34, 1994102000,   , MTWC,   0, 156N, 1254E, 125,    0, TY
WP, 34, 1994102006,   , MTWC,   0, 155N, 1244E, 105,    0, TY
WP, 34, 1994102012,   , MTWC,   0, 153N, 1237E, 100,    0, TY
WP, 34, 1994102018,   , MTWC,   0, 151N, 1228E,  95,    0, TY
WP, 34, 1994102100,   , MTWC,   0, 148N, 1221E,  85,    0, TY
WP, 34, 1994102106,   , MTWC,   0, 144N, 1211E,  50,    0, TS
WP, 34, 1994102112,   , MTWC,   0, 140N, 1200E,  40,    0, TS
WP, 34, 1994102118,   , MTWC,   0, 135N, 1189E,  35,    0, TS
WP, 34, 1994102200,   , MTWC,   0, 131N, 1180E,  40,    0, TS
WP, 34, 1994102206,   , MTWC,   0, 127N, 1170E,  45,    0, TS
WP, 34, 1994102212,   , MTWC,   0, 122N, 1160E,  55,    0, TS
WP, 34, 1994102218,   , MTWC,   0, 117N, 1152E,  65,    0, TY
WP, 34, 1994102300,   , MTWC,   0, 113N, 1146E,  60,    0, TS
WP, 34, 1994102306,   , MTWC,   0, 109N, 1140E,  60,    0, TS
WP, 34, 1994102312,   , MTWC,   0, 108N, 1135E,  55,    0, TS
WP, 34, 1994102318,   , MTWC,   0, 107N, 1130E,  60,    0, TS
WP, 34, 1994102400,   , MTWC,   0, 108N, 1125E,  65,    0, TY
WP, 34, 1994102406,   , MTWC,   0, 108N, 1121E,  55,    0, TS
WP, 34, 1994102412,   , MTWC,   0, 109N, 1117E,  50,    0, TS
WP, 34, 1994102418,   , MTWC,   0, 110N, 1113E,  50,    0, TS
WP, 34, 1994102500,   , MTWC,   0, 109N, 1108E,  50,    0, TS
WP, 34, 1994102506,   , MTWC,   0, 109N, 1104E,  40,    0, TS
WP, 34, 1994102512,   , MTWC,   0, 109N, 1099E,  35,    0, TS
WP, 34, 1994102518,   , MTWC,   0, 108N, 1096E,  35,    0, TS
WP, 34, 1994102600,   , MTWC,   0, 108N, 1093E,  40,    0, TS
WP, 34, 1994102606,   , MTWC,   0, 109N, 1089E,  30,    0, TD
WP, 34, 1994102612,   , MTWC,   0, 108N, 1084E,  30,    0, TD
WP, 34, 1994102618,   , MTWC,   0, 108N, 1075E,  25,    0, TD
WP, 34, 1994102700,   , MTWC,   0, 107N, 1062E,  25,    0, TD
