WP, 25, 1994090600,   , MTWC,   0, 135N, 1344E,  25,    0, TD
WP, 25, 1994090606,   , MTWC,   0, 137N, 1335E,  25,    0, TD
WP, 25, 1994090612,   , MTWC,   0, 139N, 1325E,  30,    0, TD
WP, 25, 1994090618,   , MTWC,   0, 142N, 1315E,  30,    0, TD
WP, 25, 1994090700,   , MTWC,   0, 144N, 1305E,  30,    0, TD
WP, 25, 1994090706,   , MTWC,   0, 146N, 1301E,  35,    0, TS
WP, 25, 1994090712,   , MTWC,   0, 147N, 1296E,  40,    0, TS
WP, 25, 1994090718,   , MTWC,   0, 148N, 1291E,  40,    0, TS
WP, 25, 1994090800,   , MTWC,   0, 150N, 1285E,  40,    0, TS
WP, 25, 1994090806,   , MTWC,   0, 153N, 1279E,  45,    0, TS
WP, 25, 1994090812,   , MTWC,   0, 157N, 1272E,  40,    0, TS
WP, 25, 1994090818,   , MTWC,   0, 161N, 1265E,  45,    0, TS
WP, 25, 1994090900,   , MTWC,   0, 165N, 1260E,  40,    0, TS
WP, 25, 1994090906,   , MTWC,   0, 169N, 1254E,  40,    0, TS
WP, 25, 1994090912,   , MTWC,   0, 174N, 1248E,  45,    0, TS
WP, 25, 1994090918,   , MTWC,   0, 179N, 1239E,  55,    0, TS
WP, 25, 1994091000,   , MTWC,   0, 183N, 1229E,  55,    0, TS
WP, 25, 1994091006,   , MTWC,   0, 186N, 1216E,  50,    0, TS
WP, 25, 1994091012,   , MTWC,   0, 189N, 1207E,  45,    0, TS
WP, 25, 1994091018,   , MTWC,   0, 192N, 1198E,  45,    0, TS
WP, 25, 1994091100,   , MTWC,   0, 197N, 1188E,  45,    0, TS
WP, 25, 1994091106,   , MTWC,   0, 203N, 1178E,  45,    0, TS
WP, 25, 1994091112,   , MTWC,   0, 203N, 1165E,  45,    0, TS
WP, 25, 1994091118,   , MTWC,   0, 201N, 1151E,  50,    0, TS
WP, 25, 1994091200,   , MTWC,   0, 198N, 1135E,  55,    0, TS
WP, 25, 1994091206,   , MTWC,   0, 194N, 1122E,  60,    0, TS
WP, 25, 1994091212,   , MTWC,   0, 191N, 1111E,  65,    0, TY
WP, 25, 1994091218,   , MTWC,   0, 189N, 1100E,  55,    0, TS
WP, 25, 1994091300,   , MTWC,   0, 189N, 1089E,  40,    0, TS
WP, 25, 1994091306,   , MTWC,   0, 189N, 1078E,  35,    0, TS
WP, 25, 1994091312,   , MTWC,   0, 189N, 1069E,  40,    0, TS
WP, 25, 1994091318,   , MTWC,   0, 191N, 1060E,  35,    0, TS
WP, 25, 1994091400,   , MTWC,   0, 191N, 1046E,  35,    0, TS
WP, 25, 1994091406,   , MTWC,   0, 193N, 1039E,  30,    0, TD
WP, 25, 1994091412,   , MTWC,   0, 196N, 1032E,  25,    0, TD
WP, 25, 1994091418,   , MTWC,   0, 202N, 1022E,  25,    0, TD
