WP, 23, 1994083000,   , MTWC,   0, 119N, 1121E,  25,    0, TD
WP, 23, 1994083006,   , MTWC,   0, 120N, 1124E,  25,    0, TD
WP, 23, 1994083012,   , MTWC,   0, 121N, 1127E,  25,    0, TD
WP, 23, 1994083018,   , MTWC,   0, 122N, 1130E,  25,    0, TD
WP, 23, 1994083100,   , MTWC,   0, 123N, 1133E,  25,    0, TD
WP, 23, 1994083106,   , MTWC,   0, 124N, 1136E,  25,    0, TD
WP, 23, 1994083112,   , MTWC,   0, 125N, 1140E,  25,    0, TD
WP, 23, 1994083118,   , MTWC,   0, 127N, 1145E,  25,    0, TD
WP, 23, 1994090100,   , MTWC,   0, 128N, 1151E,  25,    0, TD
WP, 23, 1994090106,   , MTWC,   0, 130N, 1156E,  25,    0, TD
WP, 23, 1994090112,   , MTWC,   0, 132N, 1161E,  25,    0, TD
WP, 23, 1994090118,   , MTWC,   0, 134N, 1166E,  25,    0, TD
WP, 23, 1994090200,   , MTWC,   0, 137N, 1169E,  30,    0, TD
WP, 23, 1994090206,   , MTWC,   0, 141N, 1170E,  30,    0, TD
WP, 23, 1994090212,   , MTWC,   0, 148N, 1168E,  30,    0, TD
WP, 23, 1994090218,   , MTWC,   0, 153N, 1161E,  30,    0, TD
WP, 23, 1994090300,   , MTWC,   0, 156N, 1152E,  30,    0, TD
WP, 23, 1994090306,   , MTWC,   0, 158N, 1143E,  30,    0, TD
WP, 23, 1994090312,   , MTWC,   0, 160N, 1137E,  35,    0, TS
WP, 23, 1994090318,   , MTWC,   0, 163N, 1127E,  40,    0, TS
WP, 23, 1994090400,   , MTWC,   0, 167N, 1117E,  45,    0, TS
WP, 23, 1994090406,   , MTWC,   0, 168N, 1111E,  45,    0, TS
WP, 23, 1994090412,   , MTWC,   0, 168N, 1105E,  45,    0, TS
WP, 23, 1994090418,   , MTWC,   0, 167N, 1101E,  50,    0, TS
WP, 23, 1994090500,   , MTWC,   0, 164N, 1095E,  55,    0, TS
WP, 23, 1994090506,   , MTWC,   0, 164N, 1091E,  45,    0, TS
WP, 23, 1994090512,   , MTWC,   0, 166N, 1089E,  35,    0, TS
WP, 23, 1994090518,   , MTWC,   0, 170N, 1090E,  35,    0, TS
WP, 23, 1994090600,   , MTWC,   0, 176N, 1093E,  45,    0, TS
WP, 23, 1994090606,   , MTWC,   0, 184N, 1093E,  55,    0, TS
WP, 23, 1994090612,   , MTWC,   0, 192N, 1085E,  45,    0, TS
WP, 23, 1994090618,   , MTWC,   0, 196N, 1081E,  40,    0, TS
WP, 23, 1994090700,   , MTWC,   0, 199N, 1077E,  45,    0, TS
WP, 23, 1994090706,   , MTWC,   0, 205N, 1072E,  50,    0, TS
WP, 23, 1994090712,   , MTWC,   0, 211N, 1066E,  45,    0, TS
WP, 23, 1994090718,   , MTWC,   0, 215N, 1059E,  40,    0, TS
WP, 23, 1994090800,   , MTWC,   0, 219N, 1052E,  35,    0, TS
WP, 23, 1994090806,   , MTWC,   0, 227N, 1047E,  30,    0, TD
WP, 23, 1994090812,   , MTWC,   0, 235N, 1043E,  25,    0, TD
WP, 23, 1994090818,   , MTWC,   0, 244N, 1036E,  25,    0, TD
