WP, 24, 1994090100,   , MTWC,   0,  70N, 1505E,  25,    0, TD
WP, 24, 1994090106,   , MTWC,   0,  79N, 1498E,  25,    0, TD
WP, 24, 1994090112,   , MTWC,   0,  87N, 1491E,  25,    0, TD
WP, 24, 1994090118,   , MTWC,   0,  94N, 1483E,  25,    0, TD
WP, 24, 1994090200,   , MTWC,   0, 100N, 1475E,  25,    0, TD
WP, 24, 1994090206,   , MTWC,   0, 103N, 1465E,  25,    0, TD
WP, 24, 1994090212,   , MTWC,   0, 106N, 1455E,  25,    0, TD
WP, 24, 1994090218,   , MTWC,   0, 110N, 1447E,  25,    0, TD
WP, 24, 1994090300,   , MTWC,   0, 115N, 1439E,  25,    0, TD
WP, 24, 1994090306,   , MTWC,   0, 122N, 1432E,  25,    0, TD
WP, 24, 1994090312,   , MTWC,   0, 129N, 1425E,  30,    0, TD
WP, 24, 1994090318,   , MTWC,   0, 139N, 1420E,  30,    0, TD
WP, 24, 1994090400,   , MTWC,   0, 150N, 1416E,  30,    0, TD
WP, 24, 1994090406,   , MTWC,   0, 161N, 1415E,  30,    0, TD
WP, 24, 1994090412,   , MTWC,   0, 171N, 1414E,  30,    0, TD
WP, 24, 1994090418,   , MTWC,   0, 181N, 1413E,  30,    0, TD
WP, 24, 1994090500,   , MTWC,   0, 191N, 1412E,  35,    0, TS
WP, 24, 1994090506,   , MTWC,   0, 201N, 1407E,  40,    0, TS
WP, 24, 1994090512,   , MTWC,   0, 213N, 1407E,  45,    0, TS
WP, 24, 1994090518,   , MTWC,   0, 222N, 1408E,  50,    0, TS
WP, 24, 1994090600,   , MTWC,   0, 230N, 1409E,  45,    0, TS
WP, 24, 1994090606,   , MTWC,   0, 238N, 1408E,  45,    0, TS
WP, 24, 1994090612,   , MTWC,   0, 242N, 1407E,  50,    0, TS
WP, 24, 1994090618,   , MTWC,   0, 246N, 1405E,  50,    0, TS
WP, 24, 1994090700,   , MTWC,   0, 249N, 1403E,  50,    0, TS
WP, 24, 1994090706,   , MTWC,   0, 252N, 1401E,  50,    0, TS
WP, 24, 1994090712,   , MTWC,   0, 255N, 1399E,  45,    0, TS
WP, 24, 1994090718,   , MTWC,   0, 257N, 1398E,  45,    0, TS
WP, 24, 1994090800,   , MTWC,   0, 262N, 1397E,  45,    0, TS
WP, 24, 1994090806,   , MTWC,   0, 269N, 1395E,  55,    0, TS
WP, 24, 1994090812,   , MTWC,   0, 274N, 1396E,  60,    0, TS
WP, 24, 1994090818,   , MTWC,   0, 278N, 1396E,  70,    0, TY
WP, 24, 1994090900,   , MTWC,   0, 282N, 1398E,  85,    0, TY
WP, 24, 1994090906,   , MTWC,   0, 285N, 1399E, 105,    0, TY
WP, 24, 1994090912,   , MTWC,   0, 288N, 1400E, 110,    0, TY
WP, 24, 1994090918,   , MTWC,   0, 294N, 1398E, 105,    0, TY
WP, 24, 1994091000,   , MTWC,   0, 299N, 1395E,  95,    0, TY
WP, 24, 1994091006,   , MTWC,   0, 305N, 1392E, 100,    0, TY
WP, 24, 1994091012,   , MTWC,   0, 311N, 1393E, 105,    0, TY
WP, 24, 1994091018,   , MTWC,   0, 317N, 1398E,  95,    0, TY
WP, 24, 1994091100,   , MTWC,   0, 327N, 1410E,  85,    0, TY
WP, 24, 1994091106,   , MTWC,   0, 338N, 1423E,  75,    0, TY
WP, 24, 1994091112,   , MTWC,   0, 352N, 1439E,  70,    0, TY
WP, 24, 1994091118,   , MTWC,   0, 372N, 1460E,  55,    0, TS
WP, 24, 1994091200,   , MTWC,   0, 393N, 1482E,  60,    0, TS
WP, 24, 1994091206,   , MTWC,   0, 424N, 1516E,  55,    0, TS
WP, 24, 1994091212,   , MTWC,   0, 459N, 1555E,  40,    0, EX
WP, 24, 1994091218,   , MTWC,   0, 480N, 1581E,  35,    0, EX
WP, 24, 1994091300,   , MTWC,   0, 500N, 1590E,  35,    0, EX
