WP, 14, 1994072500,   , MTWC,   0, 137N, 1315E,  25,    0, TD
WP, 14, 1994072506,   , MTWC,   0, 139N, 1306E,  30,    0, TD
WP, 14, 1994072512,   , MTWC,   0, 141N, 1299E,  30,    0, TD
WP, 14, 1994072518,   , MTWC,   0, 143N, 1295E,  35,    0, TS
WP, 14, 1994072600,   , MTWC,   0, 145N, 1293E,  35,    0, TS
WP, 14, 1994072606,   , MTWC,   0, 148N, 1290E,  35,    0, TS
WP, 14, 1994072612,   , MTWC,   0, 152N, 1284E,  35,    0, TS
WP, 14, 1994072618,   , MTWC,   0, 155N, 1277E,  40,    0, TS
WP, 14, 1994072700,   , MTWC,   0, 158N, 1270E,  40,    0, TS
WP, 14, 1994072706,   , MTWC,   0, 161N, 1263E,  40,    0, TS
WP, 14, 1994072712,   , MTWC,   0, 164N, 1258E,  45,    0, TS
WP, 14, 1994072718,   , MTWC,   0, 168N, 1255E,  40,    0, TS
WP, 14, 1994072800,   , MTWC,   0, 172N, 1255E,  35,    0, TS
WP, 14, 1994072806,   , MTWC,   0, 176N, 1259E,  35,    0, TS
WP, 14, 1994072812,   , MTWC,   0, 180N, 1264E,  40,    0, TS
WP, 14, 1994072818,   , MTWC,   0, 184N, 1268E,  35,    0, TS
WP, 14, 1994072900,   , MTWC,   0, 190N, 1274E,  35,    0, TS
WP, 14, 1994072906,   , MTWC,   0, 198N, 1279E,  35,    0, TS
WP, 14, 1994072912,   , MTWC,   0, 208N, 1283E,  35,    0, TS
WP, 14, 1994072918,   , MTWC,   0, 218N, 1286E,  40,    0, TS
WP, 14, 1994073000,   , MTWC,   0, 229N, 1289E,  40,    0, TS
WP, 14, 1994073006,   , MTWC,   0, 240N, 1289E,  40,    0, TS
WP, 14, 1994073012,   , MTWC,   0, 252N, 1283E,  40,    0, TS
WP, 14, 1994073018,   , MTWC,   0, 265N, 1274E,  45,    0, TS
WP, 14, 1994073100,   , MTWC,   0, 279N, 1266E,  50,    0, TS
WP, 14, 1994073106,   , MTWC,   0, 297N, 1258E,  45,    0, TS
WP, 14, 1994073112,   , MTWC,   0, 317N, 1255E,  40,    0, TS
WP, 14, 1994073118,   , MTWC,   0, 336N, 1256E,  45,    0, TS
WP, 14, 1994080100,   , MTWC,   0, 353N, 1261E,  45,    0, TS
WP, 14, 1994080106,   , MTWC,   0, 367N, 1274E,  35,    0, TS
WP, 14, 1994080112,   , MTWC,   0, 381N, 1297E,  35,    0, TS
WP, 14, 1994080118,   , MTWC,   0, 391N, 1318E,  30,    0, TD
WP, 14, 1994080200,   , MTWC,   0, 400N, 1344E,  25,    0, TD
WP, 14, 1994080206,   , MTWC,   0, 407N, 1371E,  25,    0, TD
WP, 14, 1994080212,   , MTWC,   0, 409N, 1398E,  25,    0, TD
WP, 14, 1994080218,   , MTWC,   0, 411N, 1423E,  25,    0, TD
WP, 14, 1994080300,   , MTWC,   0, 412N, 1441E,  30,    0, EX
WP, 14, 1994080306,   , MTWC,   0, 413N, 1455E,  35,    0, EX
WP, 14, 1994080312,   , MTWC,   0, 412N, 1470E,  35,    0, EX
WP, 14, 1994080318,   , MTWC,   0, 411N, 1493E,  35,    0, EX
