WP, 08, 1994070500,   , MTWC,   0,  90N, 1390E,  25,    0, TD
WP, 08, 1994070506,   , MTWC,   0,  95N, 1379E,  25,    0, TD
WP, 08, 1994070512,   , MTWC,   0, 100N, 1368E,  30,    0, TD
WP, 08, 1994070518,   , MTWC,   0, 105N, 1357E,  30,    0, TD
WP, 08, 1994070600,   , MTWC,   0, 110N, 1346E,  30,    0, TD
WP, 08, 1994070606,   , MTWC,   0, 115N, 1336E,  30,    0, TD
WP, 08, 1994070612,   , MTWC,   0, 120N, 1327E,  30,    0, TD
WP, 08, 1994070618,   , MTWC,   0, 126N, 1320E,  35,    0, TS
WP, 08, 1994070700,   , MTWC,   0, 130N, 1315E,  40,    0, TS
WP, 08, 1994070706,   , MTWC,   0, 136N, 1310E,  45,    0, TS
WP, 08, 1994070712,   , MTWC,   0, 142N, 1305E,  50,    0, TS
WP, 08, 1994070718,   , MTWC,   0, 148N, 1301E,  55,    0, TS
WP, 08, 1994070800,   , MTWC,   0, 156N, 1298E,  65,    0, TY
WP, 08, 1994070806,   , MTWC,   0, 162N, 1292E,  75,    0, TY
WP, 08, 1994070812,   , MTWC,   0, 166N, 1286E,  90,    0, TY
WP, 08, 1994070818,   , MTWC,   0, 173N, 1279E, 110,    0, TY
WP, 08, 1994070900,   , MTWC,   0, 180N, 1270E, 120,    0, TY
WP, 08, 1994070906,   , MTWC,   0, 185N, 1261E, 140,    0, ST
WP, 08, 1994070912,   , MTWC,   0, 192N, 1253E, 160,    0, ST
WP, 08, 1994070918,   , MTWC,   0, 199N, 1243E, 145,    0, ST
WP, 08, 1994071000,   , MTWC,   0, 208N, 1235E, 135,    0, ST
WP, 08, 1994071006,   , MTWC,   0, 219N, 1225E, 125,    0, TY
WP, 08, 1994071012,   , MTWC,   0, 233N, 1215E, 115,    0, TY
WP, 08, 1994071018,   , MTWC,   0, 245N, 1197E,  85,    0, TY
WP, 08, 1994071100,   , MTWC,   0, 252N, 1181E,  55,    0, TS
WP, 08, 1994071106,   , MTWC,   0, 260N, 1164E,  45,    0, TS
WP, 08, 1994071112,   , MTWC,   0, 269N, 1154E,  35,    0, TS
WP, 08, 1994071118,   , MTWC,   0, 274N, 1148E,  30,    0, TD
WP, 08, 1994071200,   , MTWC,   0, 280N, 1146E,  30,    0, TD
WP, 08, 1994071206,   , MTWC,   0, 295N, 1151E,  25,    0, TD
WP, 08, 1994071212,   , MTWC,   0, 328N, 1157E,  25,    0, TD
WP, 08, 1994071218,   , MTWC,   0, 366N, 1170E,  25,    0, EX
WP, 08, 1994071300,   , MTWC,   0, 387N, 1180E,  25,    0, EX
WP, 08, 1994071306,   , MTWC,   0, 401N, 1200E,  25,    0, EX
WP, 08, 1994071312,   , MTWC,   0, 419N, 1230E,  25,    0, EX
