SH, 33, 1966113018,   , MTWC,   0, 225S, 1531W,  25
SH, 33, 1966120100,   , MTWC,   0, 229S, 1522W,  25
SH, 33, 1966120106,   , MTWC,   0, 235S, 1514W,  35
SH, 33, 1966120112,   , MTWC,   0, 239S, 1507W,  40
SH, 33, 1966120118,   , MTWC,   0, 244S, 1501W,  45
SH, 33, 1966120200,   , MTWC,   0, 250S, 1497W,  45
SH, 33, 1966120206,   , MTWC,   0, 256S, 1494W,  40
SH, 33, 1966120212,   , MTWC,   0, 261S, 1488W,  40
SH, 33, 1966120218,   , MTWC,   0, 268S, 1477W,  40
SH, 33, 1966120300,   , MTWC,   0, 274S, 1469W,  40
SH, 33, 1966120306,   , MTWC,   0, 282S, 1460W,  35
SH, 33, 1966120312,   , MTWC,   0, 289S, 1457W,  35
SH, 33, 1966120318,   , MTWC,   0, 302S, 1454W,  35
SH, 33, 1966120400,   , MTWC,   0, 324S, 1460W,  35
SH, 33, 1966120406,   , MTWC,   0, 343S, 1469W,  35
SH, 33, 1966120412,   , MTWC,   0, 362S, 1478W,  40
