SH, 47, 1967041212,   , MTWC,   0, 121S, 1730E,  25
SH, 47, 1967041218,   , MTWC,   0, 131S, 1733E,  35
SH, 47, 1967041300,   , MTWC,   0, 141S, 1738E,  45
SH, 47, 1967041306,   , MTWC,   0, 152S, 1744E,  50
SH, 47, 1967041312,   , MTWC,   0, 163S, 1752E,  50
SH, 47, 1967041318,   , MTWC,   0, 176S, 1762E,  50
SH, 47, 1967041400,   , MTWC,   0, 191S, 1774E,  50
SH, 47, 1967041406,   , MTWC,   0, 206S, 1786E,  45
SH, 47, 1967041412,   , MTWC,   0, 223S, 1798E,  45
SH, 47, 1967041418,   , MTWC,   0, 235S, 1790W,  45
SH, 47, 1967041500,   , MTWC,   0, 244S, 1779W,  40
SH, 47, 1967041506,   , MTWC,   0, 251S, 1769W,  35
SH, 47, 1967041512,   , MTWC,   0, 258S, 1759W,  35
