WP, 06, 2015042900,   , MTWC,   0,  52N, 1565E,  15,    0, DB
WP, 06, 2015042906,   , MTWC,   0,  55N, 1551E,  15,    0, DB
WP, 06, 2015042912,   , MTWC,   0,  58N, 1536E,  20,    0, DB
WP, 06, 2015042918,   , MTWC,   0,  60N, 1522E,  20,    0, DB
WP, 06, 2015043000,   , MTWC,   0,  62N, 1510E,  20,    0, DB
WP, 06, 2015043006,   , MTWC,   0,  63N, 1499E,  20,    0, DB
WP, 06, 2015043012,   , MTWC,   0,  65N, 1491E,  20,    0, DB
WP, 06, 2015043018,   , MTWC,   0,  68N, 1484E,  20,    0, DB
WP, 06, 2015050100,   , MTWC,   0,  69N, 1477E,  20,    0, DB
WP, 06, 2015050106,   , MTWC,   0,  70N, 1470E,  20,    0, DB
WP, 06, 2015050112,   , MTWC,   0,  71N, 1463E,  25,    0, TD
WP, 06, 2015050118,   , MTWC,   0,  72N, 1457E,  25,    0, TD
WP, 06, 2015050200,   , MTWC,   0,  74N, 1448E,  25,    0, TD
WP, 06, 2015050206,   , MTWC,   0,  76N, 1438E,  30,    0, TD
WP, 06, 2015050212,   , MTWC,   0,  77N, 1430E,  30,    0, TD
WP, 06, 2015050218,   , MTWC,   0,  79N, 1424E,  30,    0, TD
WP, 06, 2015050300,   , MTWC,   0,  81N, 1420E,  35,    0, TS
WP, 06, 2015050306,   , MTWC,   0,  85N, 1416E,  35,    0, TS
WP, 06, 2015050312,   , MTWC,   0,  91N, 1412E,  40,    0, TS
WP, 06, 2015050318,   , MTWC,   0,  95N, 1408E,  40,    0, TS
WP, 06, 2015050400,   , MTWC,   0,  96N, 1403E,  45,    0, TS
WP, 06, 2015050406,   , MTWC,   0,  96N, 1400E,  55,    0, TS
WP, 06, 2015050412,   , MTWC,   0,  96N, 1397E,  60,    0, TS
WP, 06, 2015050418,   , MTWC,   0,  95N, 1394E,  60,    0, TS
WP, 06, 2015050500,   , MTWC,   0,  95N, 1391E,  65,    0, TY
WP, 06, 2015050506,   , MTWC,   0,  95N, 1388E,  65,    0, TY
WP, 06, 2015050512,   , MTWC,   0,  94N, 1386E,  70,    0, TY
WP, 06, 2015050518,   , MTWC,   0,  93N, 1382E,  75,    0, TY
WP, 06, 2015050600,   , MTWC,   0,  94N, 1377E,  80,    0, TY
WP, 06, 2015050606,   , MTWC,   0,  95N, 1369E,  80,    0, TY
WP, 06, 2015050612,   , MTWC,   0,  98N, 1360E,  85,    0, TY
WP, 06, 2015050618,   , MTWC,   0, 101N, 1352E,  85,    0, TY
WP, 06, 2015050700,   , MTWC,   0, 106N, 1343E,  90,    0, TY
WP, 06, 2015050706,   , MTWC,   0, 113N, 1331E,  95,    0, TY
WP, 06, 2015050712,   , MTWC,   0, 116N, 1321E,  95,    0, TY
WP, 06, 2015050718,   , MTWC,   0, 118N, 1312E,  90,    0, TY
WP, 06, 2015050800,   , MTWC,   0, 121N, 1302E,  90,    0, TY
WP, 06, 2015050806,   , MTWC,   0, 126N, 1292E, 100,    0, TY
WP, 06, 2015050812,   , MTWC,   0, 133N, 1280E, 105,    0, TY
WP, 06, 2015050818,   , MTWC,   0, 137N, 1271E, 105,    0, TY
WP, 06, 2015050900,   , MTWC,   0, 143N, 1262E, 105,    0, TY
WP, 06, 2015050906,   , MTWC,   0, 149N, 1252E, 110,    0, TY
WP, 06, 2015050912,   , MTWC,   0, 154N, 1246E, 120,    0, ST
WP, 06, 2015050918,   , MTWC,   0, 161N, 1239E, 140,    0, ST
WP, 06, 2015051000,   , MTWC,   0, 170N, 1233E, 158,    0, ST
WP, 06, 2015051006,   , MTWC,   0, 178N, 1226E, 140,    0, ST
WP, 06, 2015051012,   , MTWC,   0, 186N, 1223E, 125,    0, TY
WP, 06, 2015051018,   , MTWC,   0, 196N, 1220E, 105,    0, TY
WP, 06, 2015051100,   , MTWC,   0, 206N, 1220E,  95,    0, TY
WP, 06, 2015051106,   , MTWC,   0, 217N, 1223E,  75,    0, TY
WP, 06, 2015051112,   , MTWC,   0, 233N, 1235E,  70,    0, TY
WP, 06, 2015051118,   , MTWC,   0, 256N, 1256E,  65,    0, TY
WP, 06, 2015051200,   , MTWC,   0, 280N, 1285E,  55,    0, TS
WP, 06, 2015051206,   , MTWC,   0, 305N, 1323E,  40,    0, TS
WP, 06, 2015051212,   , MTWC,   0, 343N, 1380E,  40,    0, TS
WP, 06, 2015051218,   , MTWC,   0, 383N, 1423E,  45,    0, EX
WP, 06, 2015051300,   , MTWC,   0, 426N, 1452E,  45,    0, EX
WP, 06, 2015051306,   , MTWC,   0, 442N, 1480E,  45,    0, EX
WP, 06, 2015051312,   , MTWC,   0, 451N, 1509E,  45,    0, EX
WP, 06, 2015051318,   , MTWC,   0, 456N, 1536E,  45,    0, EX
WP, 06, 2015051400,   , MTWC,   0, 462N, 1569E,  45,    0, EX
WP, 06, 2015051406,   , MTWC,   0, 468N, 1602E,  45,    0, EX
WP, 06, 2015051412,   , MTWC,   0, 468N, 1628E,  45,    0, EX
WP, 06, 2015051418,   , MTWC,   0, 471N, 1660E,  45,    0, EX
WP, 06, 2015051500,   , MTWC,   0, 476N, 1688E,  45,    0, EX
WP, 06, 2015051506,   , MTWC,   0, 483N, 1716E,  45,    0, EX
WP, 06, 2015051512,   , MTWC,   0, 490N, 1742E,  45,    0, EX
WP, 06, 2015051518,   , MTWC,   0, 489N, 1764E,  45,    0, EX
WP, 06, 2015051600,   , MTWC,   0, 483N, 1782E,  45,    0, EX
WP, 06, 2015051606,   , MTWC,   0, 479N, 1785W,  45,    0, EX
