WP, 10, 2015062900,   , MTWC,   0,  98N, 1393E,  15,    0, DB
WP, 10, 2015062906,   , MTWC,   0,  98N, 1380E,  15,    0, DB
WP, 10, 2015062912,   , MTWC,   0,  99N, 1367E,  20,    0, DB
WP, 10, 2015062918,   , MTWC,   0,  99N, 1355E,  20,    0, DB
WP, 10, 2015063000,   , MTWC,   0, 100N, 1343E,  20,    0, DB
WP, 10, 2015063006,   , MTWC,   0, 103N, 1333E,  20,    0, DB
WP, 10, 2015063012,   , MTWC,   0, 106N, 1325E,  25,    0, TD
WP, 10, 2015063018,   , MTWC,   0, 109N, 1317E,  25,    0, TD
WP, 10, 2015070100,   , MTWC,   0, 114N, 1313E,  30,    0, TD
WP, 10, 2015070106,   , MTWC,   0, 120N, 1308E,  30,    0, TD
WP, 10, 2015070112,   , MTWC,   0, 127N, 1303E,  35,    0, TS
WP, 10, 2015070118,   , MTWC,   0, 133N, 1299E,  35,    0, TS
WP, 10, 2015070200,   , MTWC,   0, 138N, 1296E,  40,    0, TS
WP, 10, 2015070206,   , MTWC,   0, 143N, 1291E,  40,    0, TS
WP, 10, 2015070212,   , MTWC,   0, 148N, 1284E,  45,    0, TS
WP, 10, 2015070218,   , MTWC,   0, 151N, 1276E,  50,    0, TS
WP, 10, 2015070300,   , MTWC,   0, 151N, 1267E,  50,    0, TS
WP, 10, 2015070306,   , MTWC,   0, 152N, 1261E,  55,    0, TS
WP, 10, 2015070312,   , MTWC,   0, 153N, 1254E,  60,    0, TS
WP, 10, 2015070318,   , MTWC,   0, 156N, 1250E,  60,    0, TS
WP, 10, 2015070400,   , MTWC,   0, 161N, 1245E,  60,    0, TS
WP, 10, 2015070406,   , MTWC,   0, 165N, 1239E,  65,    0, TY
WP, 10, 2015070412,   , MTWC,   0, 169N, 1231E,  55,    0, TS
WP, 10, 2015070418,   , MTWC,   0, 172N, 1225E,  60,    0, TS
WP, 10, 2015070500,   , MTWC,   0, 176N, 1219E,  55,    0, TS
WP, 10, 2015070503,   , MTWC,   0, 178N, 1212E,  45,    0, TS
WP, 10, 2015070506,   , MTWC,   0, 179N, 1204E,  45,    0, TS
WP, 10, 2015070512,   , MTWC,   0, 179N, 1198E,  50,    0, TS
WP, 10, 2015070518,   , MTWC,   0, 182N, 1195E,  50,    0, TS
WP, 10, 2015070600,   , MTWC,   0, 187N, 1194E,  40,    0, TS
WP, 10, 2015070606,   , MTWC,   0, 192N, 1193E,  40,    0, TS
WP, 10, 2015070612,   , MTWC,   0, 195N, 1193E,  40,    0, TS
WP, 10, 2015070618,   , MTWC,   0, 199N, 1191E,  50,    0, TS
WP, 10, 2015070700,   , MTWC,   0, 202N, 1189E,  60,    0, TS
WP, 10, 2015070706,   , MTWC,   0, 205N, 1188E,  65,    0, TY
WP, 10, 2015070712,   , MTWC,   0, 208N, 1188E,  65,    0, TY
WP, 10, 2015070718,   , MTWC,   0, 211N, 1187E,  70,    0, TY
WP, 10, 2015070800,   , MTWC,   0, 215N, 1187E,  75,    0, TY
WP, 10, 2015070806,   , MTWC,   0, 218N, 1187E,  80,    0, TY
WP, 10, 2015070812,   , MTWC,   0, 222N, 1184E,  90,    0, TY
WP, 10, 2015070818,   , MTWC,   0, 225N, 1177E,  90,    0, TY
WP, 10, 2015070900,   , MTWC,   0, 227N, 1169E,  85,    0, TY
WP, 10, 2015070906,   , MTWC,   0, 229N, 1157E,  70,    0, TY
WP, 10, 2015070912,   , MTWC,   0, 229N, 1144E,  50,    0, TS
WP, 10, 2015070918,   , MTWC,   0, 224N, 1130E,  35,    0, TS
WP, 10, 2015071000,   , MTWC,   0, 215N, 1121E,  30,    0, TD
WP, 10, 2015071006,   , MTWC,   0, 208N, 1118E,  30,    0, TD
WP, 10, 2015071012,   , MTWC,   0, 204N, 1119E,  25,    0, TD
WP, 10, 2015071018,   , MTWC,   0, 203N, 1121E,  20,    0, DB
WP, 10, 2015071100,   , MTWC,   0, 204N, 1123E,  20,    0, DB
