WP, 05, 2023071900,   , MTWC,   0, 106N, 1350E,  15,    0, DB
WP, 05, 2023071906,   , MTWC,   0, 109N, 1348E,  15,    0, DB
WP, 05, 2023071912,   , MTWC,   0, 113N, 1345E,  20,    0, DB
WP, 05, 2023071918,   , MTWC,   0, 118N, 1343E,  20,    0, DB
WP, 05, 2023072000,   , MTWC,   0, 122N, 1340E,  25,    0, TD
WP, 05, 2023072006,   , MTWC,   0, 127N, 1337E,  25,    0, TD
WP, 05, 2023072012,   , MTWC,   0, 131N, 1335E,  30,    0, TD
WP, 05, 2023072018,   , MTWC,   0, 136N, 1332E,  35,    0, TS
WP, 05, 2023072100,   , MTWC,   0, 138N, 1328E,  35,    0, MD
WP, 05, 2023072106,   , MTWC,   0, 140N, 1325E,  35,    0, MD
WP, 05, 2023072112,   , MTWC,   0, 142N, 1322E,  35,    0, TS
WP, 05, 2023072118,   , MTWC,   0, 142N, 1318E,  35,    0, TS
WP, 05, 2023072200,   , MTWC,   0, 143N, 1313E,  35,    0, TS
WP, 05, 2023072206,   , MTWC,   0, 144N, 1308E,  45,    0, TS
WP, 05, 2023072212,   , MTWC,   0, 144N, 1303E,  50,    0, TS
WP, 05, 2023072218,   , MTWC,   0, 146N, 1297E,  55,    0, TS
WP, 05, 2023072300,   , MTWC,   0, 148N, 1290E,  60,    0, TS
WP, 05, 2023072306,   , MTWC,   0, 149N, 1283E,  70,    0, TY
WP, 05, 2023072312,   , MTWC,   0, 150N, 1277E,  80,    0, TY
WP, 05, 2023072318,   , MTWC,   0, 151N, 1270E,  90,    0, TY
WP, 05, 2023072400,   , MTWC,   0, 153N, 1266E, 100,    0, TY
WP, 05, 2023072406,   , MTWC,   0, 157N, 1263E, 115,    0, TY
WP, 05, 2023072412,   , MTWC,   0, 165N, 1258E, 125,    0, TY
WP, 05, 2023072418,   , MTWC,   0, 169N, 1251E, 130,    0, ST
WP, 05, 2023072500,   , MTWC,   0, 176N, 1246E, 132,    0, ST
WP, 05, 2023072506,   , MTWC,   0, 183N, 1237E, 125,    0, TY
WP, 05, 2023072512,   , MTWC,   0, 189N, 1227E, 120,    0, TY
WP, 05, 2023072518,   , MTWC,   0, 190N, 1216E, 120,    0, TY
WP, 05, 2023072600,   , MTWC,   0, 189N, 1214E, 105,    0, TY
WP, 05, 2023072606,   , MTWC,   0, 193N, 1210E,  95,    0, TY
WP, 05, 2023072612,   , MTWC,   0, 196N, 1206E,  80,    0, TY
WP, 05, 2023072618,   , MTWC,   0, 200N, 1200E,  85,    0, TY
WP, 05, 2023072700,   , MTWC,   0, 207N, 1197E,  85,    0, TY
WP, 05, 2023072706,   , MTWC,   0, 211N, 1193E,  95,    0, TY
WP, 05, 2023072712,   , MTWC,   0, 218N, 1191E, 110,    0, TY
WP, 05, 2023072715,   , MTWC,   0, 222N, 1191E, 125,    0, TY
WP, 05, 2023072718,   , MTWC,   0, 228N, 1190E, 110,    0, TY
WP, 05, 2023072800,   , MTWC,   0, 242N, 1188E,  95,    0, TY
WP, 05, 2023072806,   , MTWC,   0, 255N, 1183E,  75,    0, TY
WP, 05, 2023072812,   , MTWC,   0, 271N, 1177E,  50,    0, TS
WP, 05, 2023072818,   , MTWC,   0, 287N, 1171E,  35,    0, TS
WP, 05, 2023072900,   , MTWC,   0, 303N, 1158E,  30,    0, TD
WP, 05, 2023072906,   , MTWC,   0, 319N, 1149E,  25,    0, TD
WP, 05, 2023072912,   , MTWC,   0, 330N, 1145E,  25,    0, TD
WP, 05, 2023072918,   , MTWC,   0, 340N, 1143E,  25,    0, TD
WP, 05, 2023073000,   , MTWC,   0, 355N, 1138E,  20,    0, DB
WP, 05, 2023073006,   , MTWC,   0, 360N, 1135E,  20,    0, DB
WP, 05, 2023073012,   , MTWC,   0, 365N, 1129E,  20,    0, DB
WP, 05, 2023073018,   , MTWC,   0, 368N, 1132E,  20,    0, DB
WP, 05, 2023073100,   , MTWC,   0, 374N, 1134E,  20,    0, DB
