WP, 09, 2023081800,   , MTWC,   0, 224N, 1293E,  15,    0, DB
WP, 09, 2023081806,   , MTWC,   0, 223N, 1285E,  15,    0, DB
WP, 09, 2023081812,   , MTWC,   0, 222N, 1279E,  20,    0, DB
WP, 09, 2023081818,   , MTWC,   0, 220N, 1273E,  20,    0, DB
WP, 09, 2023081900,   , MTWC,   0, 218N, 1268E,  20,    0, DB
WP, 09, 2023081906,   , MTWC,   0, 216N, 1264E,  20,    0, DB
WP, 09, 2023081912,   , MTWC,   0, 214N, 1266E,  25,    0, TD
WP, 09, 2023081918,   , MTWC,   0, 210N, 1268E,  25,    0, TD
WP, 09, 2023082000,   , MTWC,   0, 207N, 1272E,  20,    0, DB
WP, 09, 2023082006,   , MTWC,   0, 204N, 1277E,  20,    0, DB
WP, 09, 2023082012,   , MTWC,   0, 202N, 1281E,  20,    0, DB
WP, 09, 2023082018,   , MTWC,   0, 199N, 1285E,  20,    0, DB
WP, 09, 2023082100,   , MTWC,   0, 195N, 1288E,  25,    0, TD
WP, 09, 2023082106,   , MTWC,   0, 191N, 1289E,  25,    0, TD
WP, 09, 2023082112,   , MTWC,   0, 187N, 1287E,  30,    0, TD
WP, 09, 2023082118,   , MTWC,   0, 183N, 1284E,  30,    0, TD
WP, 09, 2023082200,   , MTWC,   0, 182N, 1280E,  35,    0, TS
WP, 09, 2023082206,   , MTWC,   0, 184N, 1275E,  35,    0, TS
WP, 09, 2023082212,   , MTWC,   0, 186N, 1270E,  35,    0, TS
WP, 09, 2023082218,   , MTWC,   0, 187N, 1266E,  35,    0, TS
WP, 09, 2023082300,   , MTWC,   0, 188N, 1262E,  40,    0, TS
WP, 09, 2023082306,   , MTWC,   0, 190N, 1258E,  40,    0, TS
WP, 09, 2023082312,   , MTWC,   0, 192N, 1255E,  50,    0, TS
WP, 09, 2023082318,   , MTWC,   0, 195N, 1252E,  45,    0, TS
WP, 09, 2023082400,   , MTWC,   0, 199N, 1250E,  45,    0, TS
WP, 09, 2023082406,   , MTWC,   0, 202N, 1247E,  50,    0, TS
WP, 09, 2023082412,   , MTWC,   0, 201N, 1243E,  55,    0, TS
WP, 09, 2023082418,   , MTWC,   0, 200N, 1242E,  60,    0, TS
WP, 09, 2023082500,   , MTWC,   0, 199N, 1240E,  65,    0, TY
WP, 09, 2023082506,   , MTWC,   0, 198N, 1238E,  75,    0, TY
WP, 09, 2023082512,   , MTWC,   0, 195N, 1236E,  85,    0, TY
WP, 09, 2023082518,   , MTWC,   0, 191N, 1234E,  95,    0, TY
WP, 09, 2023082600,   , MTWC,   0, 185N, 1232E, 105,    0, TY
WP, 09, 2023082606,   , MTWC,   0, 180N, 1232E, 115,    0, TY
WP, 09, 2023082612,   , MTWC,   0, 175N, 1231E, 115,    0, TY
WP, 09, 2023082618,   , MTWC,   0, 172N, 1230E, 130,    0, ST
WP, 09, 2023082700,   , MTWC,   0, 168N, 1229E, 115,    0, TY
WP, 09, 2023082706,   , MTWC,   0, 165N, 1230E, 105,    0, TY
