WP, 03, 2013060618,   , MTWC,   0, 129N, 1285E,  25,    0, TD
WP, 03, 2013060700,   , MTWC,   0, 133N, 1290E,  25,    0, TD
WP, 03, 2013060706,   , MTWC,   0, 142N, 1294E,  25,    0, TD
WP, 03, 2013060712,   , MTWC,   0, 154N, 1297E,  30,    0, TD
WP, 03, 2013060718,   , MTWC,   0, 162N, 1294E,  35,    0, TS
WP, 03, 2013060800,   , MTWC,   0, 168N, 1292E,  45,    0, TS
WP, 03, 2013060806,   , MTWC,   0, 173N, 1296E,  50,    0, TS
WP, 03, 2013060812,   , MTWC,   0, 178N, 1301E,  55,    0, TS
WP, 03, 2013060818,   , MTWC,   0, 188N, 1306E,  50,    0, TS
WP, 03, 2013060900,   , MTWC,   0, 197N, 1310E,  50,    0, TS
WP, 03, 2013060906,   , MTWC,   0, 205N, 1316E,  50,    0, TS
WP, 03, 2013060912,   , MTWC,   0, 211N, 1322E,  55,    0, TS
WP, 03, 2013060918,   , MTWC,   0, 215N, 1329E,  55,    0, TS
WP, 03, 2013061000,   , MTWC,   0, 224N, 1334E,  60,    0, TS
WP, 03, 2013061006,   , MTWC,   0, 234N, 1342E,  65,    0, TY
WP, 03, 2013061012,   , MTWC,   0, 245N, 1350E,  70,    0, TY
WP, 03, 2013061018,   , MTWC,   0, 259N, 1358E,  70,    0, TY
WP, 03, 2013061100,   , MTWC,   0, 276N, 1363E,  60,    0, TS
WP, 03, 2013061106,   , MTWC,   0, 292N, 1368E,  55,    0, TS
WP, 03, 2013061112,   , MTWC,   0, 300N, 1369E,  45,    0, TS
WP, 03, 2013061118,   , MTWC,   0, 306N, 1369E,  50,    0, TS
WP, 03, 2013061200,   , MTWC,   0, 309N, 1372E,  40,    0, TS
WP, 03, 2013061206,   , MTWC,   0, 310N, 1380E,  30,    0, SD
WP, 03, 2013061212,   , MTWC,   0, 312N, 1388E,  30,    0, SD
WP, 03, 2013061218,   , MTWC,   0, 318N, 1395E,  25,    0, SD
WP, 03, 2013061300,   , MTWC,   0, 322N, 1395E,  25,    0, SD
WP, 03, 2013061306,   , MTWC,   0, 324N, 1394E,  30,    0, SD
WP, 03, 2013061312,   , MTWC,   0, 321N, 1390E,  30,    0, SD
WP, 03, 2013061318,   , MTWC,   0, 316N, 1389E,  25,    0, SD
WP, 03, 2013061400,   , MTWC,   0, 311N, 1392E,  25,    0, SD
WP, 03, 2013061406,   , MTWC,   0, 308N, 1395E,  25,    0, SD
