WP, 07, 2002060212,   , MTWC,   0, 199N, 1116E,  15,    0, DB
WP, 07, 2002060218,   , MTWC,   0, 200N, 1120E,  15,    0, DB
WP, 07, 2002060300,   , MTWC,   0, 202N, 1123E,  15,    0, DB
WP, 07, 2002060306,   , MTWC,   0, 203N, 1125E,  20,    0, DB
WP, 07, 2002060312,   , MTWC,   0, 202N, 1124E,  20,    0, DB
WP, 07, 2002060318,   , MTWC,   0, 199N, 1123E,  25,    0, TD
WP, 07, 2002060400,   , MTWC,   0, 198N, 1121E,  25,    0, TD
WP, 07, 2002060406,   , MTWC,   0, 197N, 1121E,  30,    0, TD
WP, 07, 2002060412,   , MTWC,   0, 196N, 1124E,  30,    0, TD
WP, 07, 2002060418,   , MTWC,   0, 195N, 1127E,  35,    0, TS
WP, 07, 2002060500,   , MTWC,   0, 197N, 1129E,  35,    0, TS
WP, 07, 2002060506,   , MTWC,   0, 198N, 1134E,  35,    0, TS
WP, 07, 2002060512,   , MTWC,   0, 200N, 1138E,  40,    0, TS
WP, 07, 2002060518,   , MTWC,   0, 201N, 1145E,  40,    0, TS
WP, 07, 2002060600,   , MTWC,   0, 200N, 1149E,  50,    0, TS
WP, 07, 2002060606,   , MTWC,   0, 199N, 1156E,  40,    0, TS
WP, 07, 2002060612,   , MTWC,   0, 200N, 1165E,  40,    0, TS
WP, 07, 2002060618,   , MTWC,   0, 201N, 1171E,  45,    0, TS
WP, 07, 2002060700,   , MTWC,   0, 202N, 1182E,  45,    0, TS
WP, 07, 2002060706,   , MTWC,   0, 204N, 1190E,  45,    0, TS
WP, 07, 2002060712,   , MTWC,   0, 205N, 1201E,  50,    0, TS
WP, 07, 2002060718,   , MTWC,   0, 207N, 1211E,  55,    0, TS
WP, 07, 2002060800,   , MTWC,   0, 208N, 1221E,  60,    0, TS
WP, 07, 2002060806,   , MTWC,   0, 211N, 1230E,  65,    0, TY
WP, 07, 2002060812,   , MTWC,   0, 214N, 1238E,  65,    0, TY
WP, 07, 2002060818,   , MTWC,   0, 218N, 1243E,  70,    0, TY
WP, 07, 2002060900,   , MTWC,   0, 227N, 1247E,  80,    0, TY
WP, 07, 2002060906,   , MTWC,   0, 233N, 1248E,  85,    0, TY
WP, 07, 2002060912,   , MTWC,   0, 239N, 1250E,  95,    0, TY
WP, 07, 2002060918,   , MTWC,   0, 249N, 1254E,  75,    0, TY
WP, 07, 2002061000,   , MTWC,   0, 259N, 1261E,  60,    0, TS
WP, 07, 2002061006,   , MTWC,   0, 270N, 1269E,  50,    0, TS
WP, 07, 2002061012,   , MTWC,   0, 285N, 1283E,  40,    0, TS
WP, 07, 2002061018,   , MTWC,   0, 304N, 1300E,  35,    0, TS
WP, 07, 2002061100,   , MTWC,   0, 327N, 1331E,  35,    0, TS
WP, 07, 2002061106,   , MTWC,   0, 344N, 1358E,  30,    0, TD
WP, 07, 2002061112,   , MTWC,   0, 356N, 1381E,  30,    0, TD
WP, 07, 2002061118,   , MTWC,   0, 365N, 1415E,  25,    0, TD
WP, 07, 2002061200,   , MTWC,   0, 372N, 1454E,  30,    0, EX
WP, 07, 2002061206,   , MTWC,   0, 378N, 1490E,  35,    0, EX
WP, 07, 2002061212,   , MTWC,   0, 382N, 1535E,  35,    0, EX
