WP, 25, 2002092200,   , MTWC,   0, 120N, 1725E,  15,    0, DB
WP, 25, 2002092206,   , MTWC,   0, 122N, 1717E,  15,    0, DB
WP, 25, 2002092212,   , MTWC,   0, 124N, 1710E,  15,    0, DB
WP, 25, 2002092218,   , MTWC,   0, 127N, 1704E,  15,    0, DB
WP, 25, 2002092300,   , MTWC,   0, 130N, 1697E,  20,    0, DB
WP, 25, 2002092306,   , MTWC,   0, 134N, 1690E,  20,    0, DB
WP, 25, 2002092312,   , MTWC,   0, 137N, 1682E,  20,    0, DB
WP, 25, 2002092318,   , MTWC,   0, 139N, 1674E,  25,    0, TD
WP, 25, 2002092400,   , MTWC,   0, 139N, 1663E,  25,    0, TD
WP, 25, 2002092406,   , MTWC,   0, 141N, 1653E,  25,    0, TD
WP, 25, 2002092412,   , MTWC,   0, 142N, 1644E,  30,    0, TD
WP, 25, 2002092418,   , MTWC,   0, 144N, 1634E,  30,    0, TD
WP, 25, 2002092500,   , MTWC,   0, 147N, 1625E,  35,    0, TS
WP, 25, 2002092506,   , MTWC,   0, 149N, 1616E,  35,    0, TS
WP, 25, 2002092512,   , MTWC,   0, 151N, 1601E,  40,    0, TS
WP, 25, 2002092518,   , MTWC,   0, 153N, 1586E,  40,    0, TS
WP, 25, 2002092600,   , MTWC,   0, 155N, 1573E,  45,    0, TS
WP, 25, 2002092606,   , MTWC,   0, 156N, 1559E,  45,    0, TS
WP, 25, 2002092612,   , MTWC,   0, 156N, 1550E,  45,    0, TS
WP, 25, 2002092618,   , MTWC,   0, 157N, 1539E,  50,    0, TS
WP, 25, 2002092700,   , MTWC,   0, 161N, 1521E,  60,    0, TS
WP, 25, 2002092706,   , MTWC,   0, 164N, 1508E,  70,    0, TY
WP, 25, 2002092712,   , MTWC,   0, 169N, 1491E,  80,    0, TY
WP, 25, 2002092718,   , MTWC,   0, 175N, 1475E,  85,    0, TY
WP, 25, 2002092800,   , MTWC,   0, 180N, 1458E,  95,    0, TY
WP, 25, 2002092806,   , MTWC,   0, 187N, 1442E, 105,    0, TY
WP, 25, 2002092812,   , MTWC,   0, 191N, 1421E, 115,    0, TY
WP, 25, 2002092818,   , MTWC,   0, 195N, 1404E, 130,    0, ST
WP, 25, 2002092900,   , MTWC,   0, 198N, 1388E, 145,    0, ST
WP, 25, 2002092906,   , MTWC,   0, 204N, 1375E, 140,    0, ST
WP, 25, 2002092912,   , MTWC,   0, 209N, 1367E, 140,    0, ST
WP, 25, 2002092918,   , MTWC,   0, 215N, 1360E, 135,    0, ST
WP, 25, 2002093000,   , MTWC,   0, 225N, 1358E, 125,    0, TY
WP, 25, 2002093006,   , MTWC,   0, 237N, 1358E, 115,    0, TY
WP, 25, 2002093012,   , MTWC,   0, 252N, 1361E, 105,    0, TY
WP, 25, 2002093018,   , MTWC,   0, 272N, 1366E,  95,    0, TY
WP, 25, 2002100100,   , MTWC,   0, 296N, 1375E,  85,    0, TY
WP, 25, 2002100106,   , MTWC,   0, 328N, 1383E,  75,    0, TY
WP, 25, 2002100112,   , MTWC,   0, 359N, 1399E,  65,    0, TY
WP, 25, 2002100118,   , MTWC,   0, 405N, 1414E,  55,    0, EX
WP, 25, 2002100200,   , MTWC,   0, 439N, 1412E,  55,    0, EX
WP, 25, 2002100206,   , MTWC,   0, 462N, 1413E,  55,    0, EX
WP, 25, 2002100212,   , MTWC,   0, 478N, 1416E,  55,    0, EX
WP, 25, 2002100218,   , MTWC,   0, 499N, 1421E,  55,    0, EX
WP, 25, 2002100300,   , MTWC,   0, 512N, 1445E,  55,    0, EX
WP, 25, 2002100306,   , MTWC,   0, 517N, 1469E,  55,    0, EX
WP, 25, 2002100312,   , MTWC,   0, 520N, 1506E,  55,    0, EX
WP, 25, 2002100318,   , MTWC,   0, 519N, 1530E,  55,    0, EX
WP, 25, 2002100400,   , MTWC,   0, 519N, 1552E,  55,    0, EX
