WP, 30, 2002111800,   , MTWC,   0,  89N, 1610E,  15,    0, DB
WP, 30, 2002111806,   , MTWC,   0,  89N, 1595E,  15,    0, DB
WP, 30, 2002111812,   , MTWC,   0,  90N, 1580E,  20,    0, DB
WP, 30, 2002111818,   , MTWC,   0,  90N, 1567E,  20,    0, DB
WP, 30, 2002111900,   , MTWC,   0,  91N, 1553E,  25,    0, TD
WP, 30, 2002111906,   , MTWC,   0,  93N, 1539E,  25,    0, TD
WP, 30, 2002111912,   , MTWC,   0,  95N, 1523E,  30,    0, TD
WP, 30, 2002111918,   , MTWC,   0,  98N, 1508E,  30,    0, TD
WP, 30, 2002112000,   , MTWC,   0,  98N, 1493E,  35,    0, TS
WP, 30, 2002112006,   , MTWC,   0, 105N, 1478E,  35,    0, TS
WP, 30, 2002112012,   , MTWC,   0, 110N, 1462E,  35,    0, TS
WP, 30, 2002112018,   , MTWC,   0, 116N, 1447E,  40,    0, TS
WP, 30, 2002112100,   , MTWC,   0, 119N, 1433E,  40,    0, TS
WP, 30, 2002112106,   , MTWC,   0, 123N, 1419E,  45,    0, TS
WP, 30, 2002112112,   , MTWC,   0, 127N, 1403E,  55,    0, TS
WP, 30, 2002112118,   , MTWC,   0, 131N, 1389E,  65,    0, TY
WP, 30, 2002112200,   , MTWC,   0, 138N, 1375E,  80,    0, TY
WP, 30, 2002112206,   , MTWC,   0, 151N, 1364E,  85,    0, TY
WP, 30, 2002112212,   , MTWC,   0, 157N, 1354E,  90,    0, TY
WP, 30, 2002112218,   , MTWC,   0, 164N, 1353E,  95,    0, TY
WP, 30, 2002112300,   , MTWC,   0, 177N, 1352E, 100,    0, TY
WP, 30, 2002112306,   , MTWC,   0, 188N, 1353E, 115,    0, TY
WP, 30, 2002112309,   , MTWC,   0, 192N, 1354E, 130,    0, ST
WP, 30, 2002112312,   , MTWC,   0, 198N, 1356E, 115,    0, TY
WP, 30, 2002112318,   , MTWC,   0, 211N, 1364E,  95,    0, TY
WP, 30, 2002112400,   , MTWC,   0, 229N, 1375E,  75,    0, TY
WP, 30, 2002112406,   , MTWC,   0, 253N, 1393E,  60,    0, TS
WP, 30, 2002112412,   , MTWC,   0, 270N, 1410E,  40,    0, TS
WP, 30, 2002112418,   , MTWC,   0, 284N, 1433E,  45,    0, EX
WP, 30, 2002112500,   , MTWC,   0, 300N, 1456E,  45,    0, EX
WP, 30, 2002112506,   , MTWC,   0, 315N, 1485E,  45,    0, EX
WP, 30, 2002112512,   , MTWC,   0, 330N, 1512E,  45,    0, EX
WP, 30, 2002112518,   , MTWC,   0, 338N, 1537E,  45,    0, EX
WP, 30, 2002112600,   , MTWC,   0, 347N, 1579E,  45,    0, EX
WP, 30, 2002112606,   , MTWC,   0, 354N, 1616E,  45,    0, EX
WP, 30, 2002112612,   , MTWC,   0, 359N, 1659E,  45,    0, EX
WP, 30, 2002112618,   , MTWC,   0, 362N, 1705E,  45,    0, EX
WP, 30, 2002112700,   , MTWC,   0, 365N, 1755E,  45,    0, EX
WP, 30, 2002112706,   , MTWC,   0, 366N, 1788W,  45,    0, EX
