WP, 01, 2002010712,   , MTWC,   0,  58N, 1450E,  15,    0, DB
WP, 01, 2002010718,   , MTWC,   0,  60N, 1433E,  15,    0, DB
WP, 01, 2002010800,   , MTWC,   0,  63N, 1418E,  20,    0, DB
WP, 01, 2002010806,   , MTWC,   0,  67N, 1405E,  20,    0, DB
WP, 01, 2002010812,   , MTWC,   0,  71N, 1395E,  20,    0, DB
WP, 01, 2002010818,   , MTWC,   0,  75N, 1390E,  20,    0, DB
WP, 01, 2002010900,   , MTWC,   0,  80N, 1387E,  20,    0, DB
WP, 01, 2002010906,   , MTWC,   0,  87N, 1378E,  25,    0, TD
WP, 01, 2002010912,   , MTWC,   0,  93N, 1367E,  25,    0, TD
WP, 01, 2002010918,   , MTWC,   0,  94N, 1358E,  30,    0, TD
WP, 01, 2002011000,   , MTWC,   0,  92N, 1349E,  30,    0, TD
WP, 01, 2002011006,   , MTWC,   0,  93N, 1340E,  35,    0, TS
WP, 01, 2002011012,   , MTWC,   0,  96N, 1333E,  45,    0, TS
WP, 01, 2002011018,   , MTWC,   0,  99N, 1324E,  50,    0, TS
WP, 01, 2002011100,   , MTWC,   0, 103N, 1316E,  45,    0, TS
WP, 01, 2002011106,   , MTWC,   0, 108N, 1309E,  45,    0, TS
WP, 01, 2002011112,   , MTWC,   0, 113N, 1300E,  45,    0, TS
WP, 01, 2002011118,   , MTWC,   0, 118N, 1290E,  50,    0, TS
WP, 01, 2002011200,   , MTWC,   0, 123N, 1279E,  55,    0, TS
WP, 01, 2002011206,   , MTWC,   0, 130N, 1267E,  65,    0, TY
WP, 01, 2002011212,   , MTWC,   0, 138N, 1256E,  55,    0, TS
WP, 01, 2002011218,   , MTWC,   0, 145N, 1246E,  45,    0, TS
WP, 01, 2002011300,   , MTWC,   0, 150N, 1238E,  45,    0, TS
WP, 01, 2002011306,   , MTWC,   0, 156N, 1231E,  35,    0, TS
WP, 01, 2002011312,   , MTWC,   0, 164N, 1225E,  35,    0, TS
WP, 01, 2002011318,   , MTWC,   0, 176N, 1222E,  30,    0, TD
WP, 01, 2002011400,   , MTWC,   0, 190N, 1221E,  25,    0, TD
WP, 01, 2002011406,   , MTWC,   0, 196N, 1224E,  20,    0, DB
WP, 01, 2002011412,   , MTWC,   0, 198N, 1229E,  15,    0, DB
WP, 01, 2002011418,   , MTWC,   0, 197N, 1227E,  15,    0, DB
