WP, 13, 2002071518,   , MTWC,   0,  69N, 1403E,  15,    0, DB
WP, 13, 2002071600,   , MTWC,   0,  72N, 1387E,  15,    0, DB
WP, 13, 2002071606,   , MTWC,   0,  75N, 1372E,  15,    0, DB
WP, 13, 2002071612,   , MTWC,   0,  77N, 1357E,  20,    0, DB
WP, 13, 2002071618,   , MTWC,   0,  78N, 1341E,  20,    0, DB
WP, 13, 2002071700,   , MTWC,   0,  80N, 1325E,  20,    0, DB
WP, 13, 2002071706,   , MTWC,   0,  82N, 1313E,  20,    0, DB
WP, 13, 2002071712,   , MTWC,   0,  84N, 1303E,  25,    0, TD
WP, 13, 2002071718,   , MTWC,   0,  85N, 1295E,  25,    0, TD
WP, 13, 2002071800,   , MTWC,   0,  88N, 1286E,  30,    0, TD
WP, 13, 2002071806,   , MTWC,   0,  91N, 1279E,  35,    0, TS
WP, 13, 2002071812,   , MTWC,   0,  96N, 1271E,  40,    0, TS
WP, 13, 2002071818,   , MTWC,   0, 103N, 1263E,  40,    0, TS
WP, 13, 2002071900,   , MTWC,   0, 114N, 1257E,  35,    0, TS
WP, 13, 2002071906,   , MTWC,   0, 120N, 1248E,  30,    0, TD
WP, 13, 2002071912,   , MTWC,   0, 124N, 1238E,  30,    0, TD
WP, 13, 2002071918,   , MTWC,   0, 129N, 1231E,  35,    0, TS
WP, 13, 2002072000,   , MTWC,   0, 131N, 1226E,  40,    0, TS
WP, 13, 2002072006,   , MTWC,   0, 134N, 1224E,  45,    0, TS
WP, 13, 2002072012,   , MTWC,   0, 137N, 1220E,  45,    0, TS
WP, 13, 2002072018,   , MTWC,   0, 142N, 1216E,  35,    0, TS
WP, 13, 2002072100,   , MTWC,   0, 148N, 1212E,  30,    0, TD
WP, 13, 2002072106,   , MTWC,   0, 155N, 1208E,  30,    0, TD
WP, 13, 2002072112,   , MTWC,   0, 160N, 1203E,  35,    0, TS
WP, 13, 2002072118,   , MTWC,   0, 164N, 1199E,  35,    0, TS
WP, 13, 2002072200,   , MTWC,   0, 164N, 1196E,  35,    0, TS
WP, 13, 2002072206,   , MTWC,   0, 166N, 1194E,  30,    0, TD
WP, 13, 2002072212,   , MTWC,   0, 169N, 1193E,  30,    0, TD
WP, 13, 2002072218,   , MTWC,   0, 173N, 1193E,  25,    0, TD
WP, 13, 2002072300,   , MTWC,   0, 179N, 1201E,  25,    0, TD
WP, 13, 2002072306,   , MTWC,   0, 186N, 1214E,  20,    0, DB
WP, 13, 2002072312,   , MTWC,   0, 189N, 1228E,  20,    0, DB
WP, 13, 2002072318,   , MTWC,   0, 190N, 1241E,  15,    0, DB
