WP, 23, 2018081512,   , MTWC,   0,  95N, 1641E,  15,    0, DB
WP, 23, 2018081518,   , MTWC,   0, 100N, 1632E,  20,    0, DB
WP, 23, 2018081600,   , MTWC,   0, 106N, 1622E,  20,    0, DB
WP, 23, 2018081606,   , MTWC,   0, 111N, 1611E,  20,    0, DB
WP, 23, 2018081612,   , MTWC,   0, 115N, 1601E,  25,    0, TD
WP, 23, 2018081618,   , MTWC,   0, 119N, 1593E,  25,    0, TD
WP, 23, 2018081700,   , MTWC,   0, 122N, 1586E,  30,    0, TD
WP, 23, 2018081706,   , MTWC,   0, 124N, 1579E,  30,    0, TD
WP, 23, 2018081712,   , MTWC,   0, 127N, 1569E,  35,    0, TS
WP, 23, 2018081718,   , MTWC,   0, 131N, 1558E,  45,    0, TS
WP, 23, 2018081800,   , MTWC,   0, 135N, 1550E,  45,    0, TS
WP, 23, 2018081806,   , MTWC,   0, 138N, 1544E,  45,    0, TS
WP, 23, 2018081812,   , MTWC,   0, 141N, 1538E,  55,    0, TS
WP, 23, 2018081818,   , MTWC,   0, 146N, 1530E,  65,    0, TY
WP, 23, 2018081900,   , MTWC,   0, 150N, 1522E,  55,    0, TS
WP, 23, 2018081906,   , MTWC,   0, 156N, 1513E,  55,    0, TS
WP, 23, 2018081912,   , MTWC,   0, 159N, 1505E,  55,    0, TS
WP, 23, 2018081918,   , MTWC,   0, 165N, 1499E,  60,    0, TS
WP, 23, 2018082000,   , MTWC,   0, 170N, 1491E,  65,    0, TY
WP, 23, 2018082006,   , MTWC,   0, 176N, 1481E,  65,    0, TY
WP, 23, 2018082012,   , MTWC,   0, 183N, 1473E,  70,    0, TY
WP, 23, 2018082018,   , MTWC,   0, 192N, 1463E,  75,    0, TY
WP, 23, 2018082100,   , MTWC,   0, 201N, 1451E,  85,    0, TY
WP, 23, 2018082106,   , MTWC,   0, 210N, 1441E,  90,    0, TY
WP, 23, 2018082112,   , MTWC,   0, 219N, 1428E,  90,    0, TY
WP, 23, 2018082118,   , MTWC,   0, 231N, 1413E, 100,    0, TY
WP, 23, 2018082200,   , MTWC,   0, 242N, 1399E, 115,    0, TY
WP, 23, 2018082206,   , MTWC,   0, 255N, 1388E, 100,    0, TY
WP, 23, 2018082212,   , MTWC,   0, 269N, 1373E,  90,    0, TY
WP, 23, 2018082218,   , MTWC,   0, 284N, 1359E,  80,    0, TY
WP, 23, 2018082300,   , MTWC,   0, 299N, 1350E,  80,    0, TY
WP, 23, 2018082306,   , MTWC,   0, 318N, 1344E,  75,    0, TY
WP, 23, 2018082312,   , MTWC,   0, 337N, 1346E,  75,    0, TY
WP, 23, 2018082318,   , MTWC,   0, 365N, 1351E,  65,    0, TS
WP, 23, 2018082400,   , MTWC,   0, 390N, 1360E,  45,    0, TS
WP, 23, 2018082406,   , MTWC,   0, 407N, 1377E,  45,    0, EX
WP, 23, 2018082412,   , MTWC,   0, 416N, 1399E,  45,    0, EX
WP, 23, 2018082418,   , MTWC,   0, 424N, 1441E,  45,    0, EX
WP, 23, 2018082500,   , MTWC,   0, 431N, 1485E,  45,    0, EX
