WP, 32, 2018111518,   , MTWC,   0,  89N, 1150E,  20,    0, DB
WP, 32, 2018111600,   , MTWC,   0,  90N, 1145E,  25,    0, TD
WP, 32, 2018111606,   , MTWC,   0,  92N, 1140E,  30,    0, TD
WP, 32, 2018111612,   , MTWC,   0,  95N, 1136E,  35,    0, TS
WP, 32, 2018111618,   , MTWC,   0,  99N, 1131E,  45,    0, TS
WP, 32, 2018111700,   , MTWC,   0, 103N, 1122E,  50,    0, TS
WP, 32, 2018111706,   , MTWC,   0, 105N, 1116E,  50,    0, TS
WP, 32, 2018111712,   , MTWC,   0, 108N, 1110E,  45,    0, TS
WP, 32, 2018111718,   , MTWC,   0, 111N, 1105E,  40,    0, TS
WP, 32, 2018111800,   , MTWC,   0, 114N, 1098E,  45,    0, TS
WP, 32, 2018111806,   , MTWC,   0, 117N, 1091E,  35,    0, TS
WP, 32, 2018111812,   , MTWC,   0, 119N, 1078E,  30,    0, TD
WP, 32, 2018111818,   , MTWC,   0, 115N, 1066E,  25,    0, TD
WP, 32, 2018111900,   , MTWC,   0, 106N, 1057E,  25,    0, TD
WP, 32, 2018111906,   , MTWC,   0,  98N, 1050E,  25,    0, TD
WP, 32, 2018111912,   , MTWC,   0,  92N, 1041E,  25,    0, TD
WP, 32, 2018111918,   , MTWC,   0,  88N, 1034E,  20,    0, DB
WP, 32, 2018112000,   , MTWC,   0,  85N, 1028E,  20,    0, DB
WP, 32, 2018112006,   , MTWC,   0,  83N, 1021E,  20,    0, DB
WP, 32, 2018112012,   , MTWC,   0,  82N, 1015E,  20,    0, DB
WP, 32, 2018112018,   , MTWC,   0,  80N, 1009E,  20,    0, DB
WP, 32, 2018112100,   , MTWC,   0,  76N, 1003E,  20,    0, DB
